frame,train_loss,val_loss,baseline_loss,time_ms
0,0.04146512597799301,0.04146512597799301,0.040543485432863235,23.050620999129023
1,0.040532201528549194,0.040532201528549194,0.039694227278232574,21.937821999017615
2,0.039277084171772,0.039277084171772,0.039013057947158813,19.670140998641727
3,0.038624536246061325,0.038624536246061325,0.03855583444237709,19.667188000312308
4,0.03822821006178856,0.03822821006178856,0.03840785101056099,19.716636001248844
5,0.038014981895685196,0.038014981895685196,0.03845013305544853,19.665619998704642
6,0.03747370466589928,0.03747370466589928,0.03812883794307709,20.212131999869598
7,0.03744461014866829,0.03744461014866829,0.038316309452056885,20.37045900215162
8,0.03710634633898735,0.03710634633898735,0.03820381686091423,20.109334000153467
9,0.03694329783320427,0.03694329783320427,0.03821627423167229,20.547980999253923
10,0.037150751799345016,0.037150751799345016,0.03861237317323685,22.760494000976905
11,0.03693123534321785,0.03693123534321785,0.03856048732995987,22.075634999055183
12,0.036968521773815155,0.036968521773815155,0.038670871406793594,20.234452000295278
13,0.03709739074110985,0.03709739074110985,0.039002321660518646,19.707395000295946
14,0.037163034081459045,0.037163034081459045,0.03921426832675934,19.806225998763693
15,0.03750412538647652,0.03750412538647652,0.03963844105601311,20.190415998513345
16,0.037173639982938766,0.037173639982938766,0.03945909067988396,20.025819998409133
17,0.03754863142967224,0.03754863142967224,0.0398697629570961,20.18798499921104
18,0.03784069046378136,0.03784069046378136,0.04030725732445717,19.90562500213855
19,0.03823115676641464,0.03823115676641464,0.040751490741968155,19.731669999600854
20,0.03866216167807579,0.03866216167807579,0.04124848544597626,18.951533998915693
21,0.03889323025941849,0.03889323025941849,0.04145905748009682,19.459298000583658
22,0.039455510675907135,0.039455510675907135,0.042114388197660446,19.433903999015456
23,0.03963201493024826,0.03963201493024826,0.04231151193380356,19.395166000322206
24,0.04019622132182121,0.04019622132182121,0.043033991008996964,19.531108999217395
25,0.04059678688645363,0.04059678688645363,0.04348625987768173,19.10829000189551
26,0.04106724262237549,0.04106724262237549,0.043996550142765045,18.874421999498736
27,0.04139658808708191,0.04139658808708191,0.04434412345290184,19.121160999929998
28,0.042111799120903015,0.042111799120903015,0.04532258212566376,19.019326999114128
29,0.042745549231767654,0.042745549231767654,0.04601220786571503,18.917387002147734
30,0.04277253523468971,0.04277253523468971,0.04614882543683052,18.36124700275832
31,0.04328547418117523,0.04328547418117523,0.04683848097920418,18.27384200078086
32,0.04345434904098511,0.04345434904098511,0.04719441011548042,18.166366000514245
33,0.04400176927447319,0.04400176927447319,0.047884438186883926,17.565580001246417
34,0.04411660507321358,0.04411660507321358,0.04816247522830963,17.668592001427896
35,0.044025320559740067,0.044025320559740067,0.04819350689649582,17.559647996677086
36,0.043992090970277786,0.043992090970277786,0.04821839556097984,17.318411999440286
37,0.04369974508881569,0.04369974508881569,0.04786745086312294,17.433203000109643
38,0.04357928782701492,0.04357928782701492,0.04797634482383728,17.647446002229117
39,0.04396214336156845,0.04396214336156845,0.04854665324091911,17.3258619979606
40,0.043818023055791855,0.043818023055791855,0.0485176257789135,17.7470140006335
41,0.04340237006545067,0.04340237006545067,0.048124317079782486,18.00630200159503
42,0.04357454925775528,0.04357454925775528,0.04851172864437103,17.821004999859724
43,0.04324308782815933,0.04324308782815933,0.048365507274866104,18.27335599955404
44,0.04317087307572365,0.04317087307572365,0.04829558730125427,17.85763800216955
45,0.043217696249485016,0.043217696249485016,0.04842108488082886,18.09965099891997
46,0.04346606507897377,0.04346606507897377,0.04868369549512863,17.968495998502476
47,0.04304616525769234,0.04304616525769234,0.0484393835067749,17.469139998866012
48,0.042536597698926926,0.042536597698926926,0.0477551706135273,16.85717699729139
49,0.04302884638309479,0.04302884638309479,0.048293087631464005,16.866115998709574
50,0.04344528540968895,0.04344528540968895,0.04836323484778404,17.030476999934763
51,0.04355554282665253,0.04355554282665253,0.04809542000293732,17.399031999957515
52,0.04365929961204529,0.04365929961204529,0.04812604561448097,17.292040000029374
53,0.043840110301971436,0.043840110301971436,0.04811364784836769,17.437288002838613
54,0.04337422177195549,0.04337422177195549,0.04749162867665291,17.776805001631146
55,0.04309574142098427,0.04309574142098427,0.047086380422115326,17.71144399754121
56,0.042557116597890854,0.042557116597890854,0.04637431725859642,17.8763589974551
57,0.04231031984090805,0.04231031984090805,0.0459788478910923,18.118127998604905
58,0.042013827711343765,0.042013827711343765,0.04551706090569496,18.453128999681212
59,0.0415361262857914,0.0415361262857914,0.04489894211292267,18.44556499781902
60,0.04058798775076866,0.04058798775076866,0.04385972023010254,18.700116001127753
61,0.04029485210776329,0.04029485210776329,0.04358433932065964,18.870122999942396
62,0.03952786326408386,0.03952786326408386,0.042813703417778015,19.119939002848696
63,0.03909947723150253,0.03909947723150253,0.04237739369273186,19.222053000703454
64,0.03824371099472046,0.03824371099472046,0.04148164391517639,19.497792000038316
65,0.038048774003982544,0.038048774003982544,0.04132328927516937,19.654766998428386
66,0.03731028363108635,0.03731028363108635,0.04066675156354904,19.303830002172617
67,0.036507315933704376,0.036507315933704376,0.04001002013683319,19.400881999899866
68,0.036233607679605484,0.036233607679605484,0.03978358954191208,20.276472001569346
69,0.03586988523602486,0.03586988523602486,0.039498843252658844,19.486130997393047
70,0.0353194922208786,0.0353194922208786,0.03910817950963974,19.74242300275364
71,0.03484751284122467,0.03484751284122467,0.03868190199136734,19.54749200012884
72,0.03444930538535118,0.03444930538535118,0.03836328908801079,19.802405000518775
73,0.033986542373895645,0.033986542373895645,0.03795580193400383,19.991987999674166
74,0.03370285406708717,0.03370285406708717,0.03769293799996376,20.317867001722334
75,0.03361734747886658,0.03361734747886658,0.03776029497385025,19.58920700053568
76,0.03305830433964729,0.03305830433964729,0.03732729330658913,19.93658200080972
77,0.033282212913036346,0.033282212913036346,0.03753145784139633,20.12357700004941
78,0.032504938542842865,0.032504938542842865,0.036688487976789474,19.911896997655276
79,0.032681629061698914,0.032681629061698914,0.0369400791823864,20.61496000169427
80,0.03250886872410774,0.03250886872410774,0.036890942603349686,19.929737001803005
81,0.03209767863154411,0.03209767863154411,0.03642336651682854,20.438388997717993
82,0.031908538192510605,0.031908538192510605,0.036213912069797516,20.471671003178926
83,0.03213972970843315,0.03213972970843315,0.036519430577754974,19.87435000046389
84,0.03199062868952751,0.03199062868952751,0.036375366151332855,19.574408997868886
85,0.031948503106832504,0.031948503106832504,0.03651655837893486,19.729568000911968
86,0.03228999674320221,0.03228999674320221,0.036786869168281555,19.71929199862643
87,0.032377902418375015,0.032377902418375015,0.03678623586893082,19.59601599810412
88,0.03291616961359978,0.03291616961359978,0.037312380969524384,19.920169001125032
89,0.03295384719967842,0.03295384719967842,0.037448059767484665,19.530631001543952
90,0.033277690410614014,0.033277690410614014,0.03782983869314194,19.671370999276405
91,0.03361359238624573,0.03361359238624573,0.038209252059459686,19.785181000770535
92,0.033738378435373306,0.033738378435373306,0.038428522646427155,19.191952000255696
93,0.03429137542843819,0.03429137542843819,0.039090920239686966,20.035190998896724
94,0.0348040871322155,0.0348040871322155,0.039844635874032974,19.83130200096639
95,0.035044822841882706,0.035044822841882706,0.04029137268662453,19.466620000457624
96,0.035792235285043716,0.035792235285043716,0.04124606400728226,18.892293999670073
97,0.036334797739982605,0.036334797739982605,0.04196120426058769,19.70169100241037
98,0.03692944347858429,0.03692944347858429,0.04285520315170288,18.91487000102643
99,0.03766312450170517,0.03766312450170517,0.04369742050766945,18.65309400091064
