time,run,ssim_global,ssim_indirect,lpips_global,lpips_indirect,psnr_global,psnr_indirect
0.251,1,0.8396694,0.8373806,0.1569523811340332,0.1695573478937149,30.462238038537045,29.953323647821794
0.5,1,0.9064881,0.900496,0.11121836304664612,0.13042984902858734,34.29702258018181,33.67888541610142
0.75,1,0.9350715,0.9299174,0.08736203610897064,0.1063527762889862,36.42447158454864,35.82889161093731
1.0,1,0.9489524,0.94542724,0.07330654561519623,0.09120752662420273,37.729126199342126,37.233827298777754
1.25,1,0.9578056,0.9536786,0.06313145160675049,0.08079543709754944,38.716358587393835,38.12164212508428
1.5,1,0.9640558,0.9601738,0.056158363819122314,0.07263681292533875,39.510974247004405,38.90929457237504
1.75,1,0.96874875,0.96545696,0.050347063690423965,0.06491082906723022,40.194245669477944,39.63284465461807
2.0,1,0.9722891,0.968777,0.04609684273600578,0.059764303267002106,40.785261534479105,40.14934311393782
2.25,1,0.9750522,0.9717172,0.042206160724163055,0.0553935244679451,41.29608125193086,40.64603690953224
2.5,1,0.9773205,0.97460485,0.03898090124130249,0.05012069642543793,41.7408499047591,41.18234614421104
2.75,1,0.9792054,0.9765833,0.03616878762841225,0.04705677554011345,42.15237171786508,41.5875313389886
3.0,1,0.9806772,0.9781386,0.033955175429582596,0.0441938079893589,42.50712400549486,41.924222224814855
3.25,1,0.981973,0.9794552,0.031855545938014984,0.04229196161031723,42.841486273712505,42.22269100725873
3.5,1,0.98311216,0.98076135,0.02991981990635395,0.04021366313099861,43.14171288781303,42.531118294427294
3.75,1,0.984077,0.9818495,0.028233908116817474,0.038565270602703094,43.41544423050127,42.80085561310693
4.0,1,0.98497075,0.98283744,0.027018798515200615,0.03713899105787277,43.683164315727524,43.06938065529236
4.25,1,0.9857962,0.98384404,0.02605658955872059,0.03526683896780014,43.93891702395679,43.352200927944075
4.5,1,0.9864966,0.9845395,0.025005251169204712,0.03402363136410713,44.17062367987623,43.55705343722082
4.75,1,0.9870904,0.98532796,0.02377297356724739,0.032347485423088074,44.38534481908189,43.80548928411969
5.0,1,0.987715,0.9859217,0.022397775202989578,0.0308670736849308,44.60923340797162,43.99974625590232
5.25,1,0.988262,0.9865404,0.021569691598415375,0.0293754730373621,44.81716796326589,44.21540382804914
5.5,1,0.9887211,0.98706603,0.020610777661204338,0.02819114923477173,45.002009965302264,44.40680282728462
5.75,1,0.9891909,0.9875872,0.02001199685037136,0.027469204738736153,45.18968027781647,44.59496922559751
6.0,1,0.9895548,0.98807496,0.019091667607426643,0.02618892304599285,45.351427112610324,44.78387388452131
6.25,1,0.98995376,0.988492,0.018402405083179474,0.025440935045480728,45.52740265492781,44.947944630350335
6.5,1,0.9902769,0.98887205,0.017639826983213425,0.02466767281293869,45.67729699755459,45.10595717725734
6.75,1,0.9905847,0.98921806,0.017282016575336456,0.02396406978368759,45.82284746543237,45.25618080637764
7.0,1,0.99087566,0.98953575,0.01665649749338627,0.023194944486021996,45.967709871853906,45.39083542213363
7.25,1,0.9911571,0.98985463,0.01609407365322113,0.022374233230948448,46.108861120087276,45.534756441049225
7.5,1,0.9914084,0.99018496,0.015666861087083817,0.021750574931502342,46.24405857820143,45.68722727130396
7.75,1,0.9916916,0.9904819,0.01527867466211319,0.021198414266109467,46.39555325182705,45.82987402203952
8.0,1,0.99191135,0.9907127,0.014723449945449829,0.02065989561378956,46.52613367720426,45.946294946961174
8.25,1,0.9921287,0.9909544,0.014238504692912102,0.019843481481075287,46.649526141023216,46.07626420284688
8.5,1,0.99234074,0.99120694,0.013816703110933304,0.019375409930944443,46.769114792717865,46.20324383887167
8.75,1,0.99254626,0.991401,0.01347440853714943,0.019018463790416718,46.89085699138755,46.31244255502645
9.0,1,0.9927416,0.99162275,0.013051719404757023,0.018803704530000687,47.00992024451028,46.43172262794552
9.25,1,0.99290586,0.9918271,0.012730030342936516,0.017958879470825195,47.11208783035768,46.547132817013804
9.5,1,0.99307364,0.99198,0.012367218732833862,0.017705008387565613,47.21688247224471,46.635163677018724
9.75,1,0.9932247,0.99218035,0.012051323428750038,0.016874492168426514,47.31678076102235,46.75505195931863
10.0,1,0.99337935,0.99235153,0.011758844368159771,0.01661371998488903,47.41812657380856,46.85626576035823
0.25,2,0.86810684,0.86343837,0.13740798830986023,0.15617789328098297,31.996447893590858,31.412161935438267
0.5,2,0.9167113,0.9133118,0.10107972472906113,0.12063245475292206,34.9865486069586,34.56630645154388
0.75,2,0.9380668,0.9327876,0.08261694759130478,0.10381299257278442,36.68693344740225,36.08362147105689
