time,run,ssim_global,ssim_indirect,lpips_global,lpips_indirect,psnr_global,psnr_indirect
0.1,1,0.9714212,0.96019024,0.07288556545972824,0.09985004365444183,36.75512100111141,34.362738104229685
0.2,1,0.98249763,0.9749396,0.05586899444460869,0.0819939523935318,39.64818651119353,37.867288380201316
0.3,1,0.98722744,0.98092026,0.04444283992052078,0.0719081312417984,41.35538617153308,39.712576072983154
0.4,1,0.99065596,0.9865175,0.035432443022727966,0.05990741401910782,42.95310465010915,41.82418908337361
0.51,1,0.9935004,0.98944753,0.026048028841614723,0.051022425293922424,44.73875355701317,43.170934046081484
0.61,1,0.9948159,0.99143845,0.02110033668577671,0.04384702444076538,45.82284417110021,44.3234726861253
0.7,1,0.9956255,0.9927532,0.017744194716215134,0.03892751410603523,46.63757093150188,45.2006580675964
0.8,1,0.99627084,0.9937699,0.015208854340016842,0.03480582684278488,47.396668234694516,45.96763940473469
0.91,1,0.996772,0.9945545,0.012582897208631039,0.03088671714067459,48.072504874067846,46.66712851913903
1.0,1,0.9970866,0.99506885,0.010819018818438053,0.02784430980682373,48.54738662687393,47.156069658068695
1.101,1,0.9973674,0.9955258,0.009393921121954918,0.025501593947410583,48.990040681359766,47.640338529125216
1.2,1,0.99760956,0.99585605,0.008373846299946308,0.023688357323408127,49.42889735241647,48.05944227238997
1.3,1,0.9978013,0.99616885,0.007577906828373671,0.02180326357483864,49.845951225260634,48.47675097802755
1.4,1,0.9979462,0.9964419,0.006962165702134371,0.02059071511030197,50.15536196314293,48.8525097781483
1.5,1,0.9980872,0.99664015,0.006300488021224737,0.019378475844860077,50.49166601500944,49.13994218118204
1.6,1,0.99821085,0.9968359,0.0058175940066576,0.018205076456069946,50.78957920267051,49.43482113924574
1.7,1,0.99830395,0.9969968,0.005452399607747793,0.017146356403827667,51.04344791640112,49.7036055879347
1.8,1,0.9983905,0.9971614,0.00509959552437067,0.016077792271971703,51.293741151368124,49.976001471130196
1.91,1,0.99848413,0.99729943,0.0047149090096354485,0.015098437666893005,51.56777001418198,50.24048716053598
2.0,1,0.9985464,0.99740916,0.004460666328668594,0.014371810480952263,51.76832338359658,50.45610911731846
2.1,1,0.99860865,0.9975157,0.0042451005429029465,0.013686439953744411,51.97698144967394,50.66738239357461
2.2,1,0.9986672,0.9976216,0.0040108016692101955,0.01285078190267086,52.17364399998609,50.86745207628425
2.3,1,0.99872845,0.9977233,0.0038120318204164505,0.012125374749302864,52.394188465069604,51.07565120777893
2.4,1,0.9987695,0.99780923,0.0036096246913075447,0.01165999285876751,52.557015697923156,51.26046492413014
2.501,1,0.9988241,0.99788356,0.0033705628011375666,0.010964136570692062,52.75240489134627,51.44084913709964
2.6,1,0.9988678,0.99795157,0.003262454178184271,0.010773829184472561,52.92388959239897,51.611993944306164
2.7,1,0.9989052,0.99802047,0.003152137156575918,0.010324238799512386,53.07809979739356,51.77864636225104
2.8,1,0.9989435,0.9980815,0.0029081511311233044,0.010012717917561531,53.24404222928117,51.927273385325925
2.9,1,0.99897665,0.9981381,0.002839090768247843,0.009622493758797646,53.39533071559692,52.06754370827211
3.0,1,0.99900657,0.99819136,0.0027356366626918316,0.009167076088488102,53.533129756655114,52.20618248534454
3.1,1,0.999036,0.998246,0.0026296540163457394,0.008809981867671013,53.66719745813824,52.35740931396215
3.21,1,0.9990663,0.9983031,0.0024863770231604576,0.008442770689725876,53.81072033291091,52.514744166289056
3.301,1,0.99909306,0.99833566,0.002351303119212389,0.008280772715806961,53.92892863714346,52.62320854260925
3.4,1,0.99911714,0.9983738,0.002299718325957656,0.0077308164909482,54.05612433224653,52.73220439127563
3.51,1,0.99913925,0.99840856,0.002208438003435731,0.007660592906177044,54.16649433710289,52.85818610469076
3.6,1,0.9991608,0.9984453,0.0021454067900776863,0.007506934925913811,54.278468627346854,52.96908076978015
3.7,1,0.9991823,0.99847794,0.002067204099148512,0.007337053306400776,54.39193540633482,53.078496687071315
3.8,1,0.99920195,0.9985109,0.0020522489212453365,0.007217896170914173,54.51156519403099,53.18812094876222
3.9,1,0.99922067,0.9985407,0.0019854195415973663,0.006968348287045956,54.6208292648216,53.286098983125456
4.0,1,0.9992352,0.99857426,0.0019710902124643326,0.00693418039008975,54.70632647166588,53.39241785580212
4.1,1,0.9992528,0.99860764,0.0019116143230348825,0.006622690707445145,54.820050192426564,53.502413074868606
4.2,1,0.9992666,0.99863416,0.0018717480124905705,0.006461040582507849,54.90600037855083,53.596563999392316
4.3,1,0.9992855,0.9986661,0.001839174423366785,0.006121824495494366,55.01662139720366,53.69934537384602
4.4,1,0.99929684,0.9986915,0.001801375998184085,0.006052335724234581,55.09691532665058,53.793700783856025
4.5,1,0.9993098,0.99871427,0.0017397687770426273,0.005975963082164526,55.18720928576461,53.885495132234134
4.6,1,0.9993229,0.9987375,0.0016686609014868736,0.005929544568061829,55.273467295787185,53.98003604378874
4.7,1,0.9993369,0.99875665,0.0016123688546940684,0.005961080081760883,55.365619825282046,54.056556626684895
4.8,1,0.99934596,0.9987772,0.0015670462744310498,0.005813370458781719,55.436634473164574,54.15001186292629
4.9,1,0.99935836,0.9988019,0.0015241331420838833,0.0055992743000388145,55.52749964761407,54.23458818300602
5.0,1,0.9993685,0.9988179,0.001487224129959941,0.005480070598423481,55.610342704857615,54.31705623811884
5.1,1,0.99937886,0.99884176,0.0014278283342719078,0.005465101450681686,55.68752283718277,54.40509990483298
5.2,1,0.9993868,0.9988584,0.00139752053655684,0.005415291525423527,55.75940884625411,54.4779287616571
5.3,1,0.9993956,0.9988747,0.0013956893235445023,0.005290749482810497,55.83042332697943,54.55820551814434
5.4,1,0.9994032,0.9988909,0.0013407310470938683,0.005131150595843792,55.90748089022511,54.63080814656206
5.5,1,0.9994113,0.99891037,0.0012938743457198143,0.0050843521021306515,55.966260291569,54.70569908612603
5.601,1,0.99942106,0.99893266,0.0012491412926465273,0.004918833263218403,56.0411101744935,54.78921495115983
5.71,1,0.999429,0.99895334,0.001204760977998376,0.0047593433409929276,56.10011275200971,54.87056087383585
5.8,1,0.9994354,0.998966,0.001181577448733151,0.0046686893329024315,56.15428406199139,54.93450358900483
5.9,1,0.99944323,0.9989758,0.0011686519719660282,0.004581952467560768,56.21563692665147,54.980618990068194
6.0,1,0.99945086,0.99899364,0.001132810371927917,0.004341611173003912,56.28288192394181,55.05395805739749
6.1,1,0.99945784,0.9990018,0.00110958656296134,0.0043929386883974075,56.34920548648762,55.1110263519696
6.2,1,0.99946743,0.9990165,0.0010884400689974427,0.004331957548856735,56.43131915992798,55.18272541861663
6.31,1,0.99947333,0.9990303,0.0010963077656924725,0.004236417822539806,56.4894717983079,55.25363462815916
6.4,1,0.9994795,0.99904126,0.0010834215208888054,0.004179221577942371,56.54028886969378,55.307118403549
6.5,1,0.99948716,0.99905366,0.0010613133199512959,0.004153210669755936,56.60416251056805,55.367870027673554
6.6,1,0.9994945,0.99906284,0.0010400633327662945,0.004085974767804146,56.658865245101225,55.41994746068214
6.71,1,0.99950105,0.99907476,0.0010360446758568287,0.004040149040520191,56.71095921506599,55.478290080223125
6.81,1,0.9995058,0.9990878,0.001028563012368977,0.0038003609515726566,56.7634841018836,55.536667359626264
6.9,1,0.99951214,0.9990988,0.0009896652773022652,0.0037645441479980946,56.815550436716656,55.600895073443375
7.0,1,0.99951774,0.99911076,0.0009692929452285171,0.0037294551730155945,56.86078108182333,55.66367689661297
7.1,1,0.99952275,0.9991173,0.0009617061004973948,0.003677723230794072,56.907654319853584,55.69687738187446
7.21,1,0.9995281,0.9991309,0.0009299389203079045,0.0036686048842966557,56.96575212725592,55.75918502153794
