time_ms,frame_index,val_loss,train_time_ms,fps,frame_time
178.3,0,0.14605,21.370,19.7,50.7
344.4,3,0.13167,19.303,16.7,59.8
490.0,5,0.12249,18.879,16.1,62.3
631.7,7,0.11575,19.761,15.1,66
761.6,9,0.11466,19.546,14.9,67.1
907.7,11,0.11594,18.680,15.3,65.3
1040.2,13,0.11700,18.409,15.5,64.4
1173.1,15,0.11678,19.276,16,62.6
1294.4,17,0.11492,18.429,16.4,61
1424.5,19,0.11332,19.509,16.9,59.2
1553.5,21,0.11261,19.328,17.7,56.6
1702.1,24,0.11183,18.935,18.3,54.8
1819.1,26,0.11181,18.926,18.6,53.7
1935.9,28,0.11116,18.780,19.1,52.3
2059.1,30,0.11063,18.842,19.1,52.2
2206.2,33,0.10999,18.570,19.4,51.6
2366.7,36,0.10931,18.713,19.8,50.5
2524.6,39,0.10843,19.312,19.9,50.2
2652.5,41,0.10797,19.312,19.4,51.6
2782.0,43,0.10700,17.531,18.8,53.1
2933.6,46,0.10619,18.448,18.7,53.4
3056.0,48,0.10575,18.702,18.5,54.1
3180.5,50,0.10436,17.454,18.1,55.4
3319.3,52,0.10391,17.600,17.4,57.3
3486.3,55,0.10319,19.226,17.2,58.3
3609.2,57,0.10263,18.044,16.9,59.3
3735.9,59,0.10198,18.733,16.4,60.8
3883.5,61,0.10101,18.988,16.1,61.9
4067.4,64,0.09970,20.285,16.9,59.1
4241.2,67,0.09898,18.154,17.5,57.2
4418.4,70,0.09768,16.630,17.5,57.1
4547.3,72,0.09708,17.233,17.4,57.5
4686.8,74,0.09609,17.272,16.9,59.1
4822.1,76,0.09513,16.342,16.3,61.2
4952.6,78,0.09409,18.242,16.6,60.1
5082.7,80,0.09321,17.390,16.3,61.5
5231.7,82,0.09217,17.928,16.3,61.3
5362.3,84,0.09112,17.552,16.1,62.3
5491.8,86,0.09044,18.422,16.1,61.9
5615.7,88,0.08998,18.266,15.8,63.1
5753.9,90,0.08919,18.636,16.3,61.5
5889.5,92,0.08811,21.369,15.6,63.9
6076.0,95,0.08695,20.833,16.5,60.7
6225.8,97,0.08636,20.712,16.3,61.5
6369.5,99,0.08592,21.036,16,62.6
6512.6,101,0.08504,21.413,15.1,66.4
6669.9,103,0.08409,21.587,14.9,66.9
6812.7,105,0.08337,21.222,14.9,67.2
6972.8,107,0.08249,24.079,14.9,67.1
7120.2,109,0.08224,24.678,14.6,68.4
7265.4,111,0.08161,22.695,14.7,68.1
7409.5,113,0.08051,22.382,14.5,68.8
7602.5,116,0.07877,21.902,15.3,65.3
7770.4,118,0.07820,21.670,15.9,63
7954.9,121,0.07649,19.726,16.2,61.7
8091.3,123,0.07557,19.657,16.5,60.8
8286.0,126,0.07555,17.845,17.4,57.4
8447.5,129,0.07517,19.125,17.8,56.1
8575.6,131,0.07481,19.664,18.3,54.5
8713.2,133,0.07629,20.590,17.6,57
8847.9,135,0.07571,20.726,17.3,57.7
9013.4,138,0.07466,18.561,16.9,59.2
9154.8,140,0.07510,18.718,16.2,61.6
9302.9,142,0.07580,20.867,15.5,64.5
9469.4,144,0.07702,21.630,15,66.8
9666.3,147,0.07761,22.005,14.7,67.9
9890.3,150,0.07840,24.177,14.6,68.6
10127.9,153,0.07928,23.692,14.8,67.5
10329.1,156,0.07942,23.091,14.5,68.7
10525.8,159,0.08049,22.720,13.9,71.7
10687.6,161,0.08116,22.300,14.2,70.6
10887.3,164,0.08192,22.211,14.7,67.8
11075.7,167,0.08230,22.369,15.1,66.3
11283.2,170,0.08298,22.275,15.5,64.6
11461.8,173,0.08350,22.381,15.4,64.8
11619.3,175,0.08362,20.898,15.3,65.2
11800.0,178,0.08375,22.301,15.6,63.9
11952.6,180,0.08388,22.467,15.7,63.6
12142.4,183,0.08405,22.384,15.7,63.5
12289.3,185,0.08395,21.007,15.6,63.9
12478.8,188,0.08448,20.930,15.8,63.4
12618.1,190,0.08438,20.533,15.3,65.4
12756.2,192,0.08474,19.019,15,66.5
12911.0,194,0.08519,18.972,14.7,68.2
13088.4,197,0.08481,18.617,15.3,65.2
13247.5,199,0.08521,21.153,15.9,62.9
13430.5,202,0.08573,19.681,16.3,61.2
13556.3,204,0.08524,17.700,16.7,59.9
13684.6,206,0.08525,18.992,16.6,60.2
13847.9,209,0.08538,16.645,17.1,58.6
13982.6,211,0.08571,19.983,17.6,57
14143.6,214,0.08600,18.890,18.7,53.5
14307.4,217,0.08650,18.645,19.2,52
14457.7,220,0.08761,18.330,20.1,49.8
14599.8,223,0.08638,18.332,20.4,49.1
14708.2,225,0.08685,18.280,19.8,50.6
14831.4,227,0.08642,18.640,20,50
14984.2,230,0.08572,18.746,19.6,51.1
15117.4,232,0.08610,18.957,19.7,50.7
15271.2,235,0.08551,19.589,19.8,50.6
15421.4,238,0.08515,18.771,19.5,51.2
15547.1,240,0.08510,18.400,19.1,52.3
15661.1,242,0.08428,16.889,18.2,54.8
15807.5,244,0.08480,17.706,18,55.6
15939.8,246,0.08432,18.596,17.4,57.6
