time_ms,frame_index,val_loss,train_time_ms,fps,frame_time
215.2,0,0.08846,24.660,76.5,13.1
417.5,11,0.08327,27.015,53.3,18.8
629.8,22,0.08150,27.192,44.6,22.4
835.6,31,0.08174,26.936,43.8,22.8
1038.3,40,0.08217,27.564,44.1,22.7
1240.3,50,0.08265,26.898,44.2,22.6
1427.0,58,0.08342,25.901,42.7,23.4
1616.9,66,0.08354,24.853,43.1,23.2
1804.7,74,0.08303,24.064,43.6,22.9
1997.4,83,0.08149,24.276,45,22.2
2175.1,91,0.07807,23.605,46.8,21.4
2354.9,99,0.07586,24.108,47.8,20.9
2555.7,107,0.07758,22.969,47.7,21
2740.7,116,0.07752,22.835,47.6,21
2910.3,124,0.07577,23.856,48.7,20.5
3083.5,132,0.07403,22.653,50.2,19.9
3240.7,139,0.07245,22.595,51.8,19.3
3408.0,148,0.07180,22.718,54.5,18.3
3561.9,156,0.07148,22.419,57.1,17.5
3719.7,164,0.07082,20.915,58.2,17.2
3875.4,172,0.06924,20.328,57.4,17.4
4022.4,179,0.06932,19.896,57.1,17.5
4172.3,186,0.06823,20.193,55.3,18.1
4320.0,194,0.06724,20.270,55.1,18.1
4484.8,202,0.06671,20.754,58.4,17.1
4638.5,211,0.06639,20.597,59.8,16.7
4799.5,219,0.06571,22.774,59.6,16.8
4960.0,227,0.06465,23.024,56.7,17.6
5122.6,234,0.06432,22.665,53.1,18.8
5288.4,241,0.06393,23.268,51.8,19.3
5458.4,250,0.06327,22.620,51.1,19.6
5637.7,258,0.06230,23.573,50.2,19.9
5814.2,266,0.06221,22.644,49.8,20.1
5995.5,274,0.06133,23.087,50.4,19.8
6169.1,284,0.06081,22.636,51.7,19.4
6339.9,291,0.06056,23.961,51.1,19.6
6526.9,300,0.06032,23.958,51.2,19.5
6736.2,309,0.05970,23.095,50.6,19.8
6930.5,321,0.05931,24.303,49.8,20.1
7126.3,331,0.05879,24.712,47.9,20.9
7330.7,340,0.05900,24.436,46.6,21.4
7531.2,350,0.05849,24.779,47.3,21.2
7717.1,361,0.05837,23.500,47.2,21.2
7912.8,370,0.05827,24.307,47.4,21.1
8113.0,381,0.05834,24.089,49.1,20.4
8311.0,391,0.05829,23.585,51.1,19.6
8498.3,402,0.05875,23.573,53.2,18.8
8685.1,413,0.05883,23.148,55.1,18.1
8871.3,426,0.05894,23.120,57.2,17.5
9057.7,437,0.05938,23.204,58.6,17.1
9246.4,448,0.05962,22.644,58.4,17.1
9449.9,458,0.05978,22.327,59.2,16.9
9643.7,471,0.06015,22.405,62.4,16
9817.8,485,0.06001,22.083,66.4,15.1
9989.5,494,0.06012,21.823,67.6,14.8
10175.1,503,0.06018,22.123,68,14.7
10354.4,516,0.06030,22.443,70,14.3
10524.5,529,0.05998,22.024,71.3,14
10696.7,539,0.06033,22.118,71.3,14
10866.9,550,0.05984,22.030,69.3,14.4
11039.3,562,0.05963,22.486,68.4,14.6
11212.8,574,0.05933,22.704,65.8,15.2
11383.8,586,0.05874,22.605,64.9,15.4
11571.3,596,0.05829,23.253,62.9,15.9
11748.3,607,0.05796,23.018,58,17.2
11928.7,616,0.05758,23.238,57.7,17.3
12105.6,625,0.05672,23.676,55.7,18
12314.7,635,0.05666,23.347,52.9,18.9
12507.8,647,0.05606,24.046,50.3,19.9
12726.4,656,0.05607,24.084,49,20.4
12919.1,667,0.05565,24.662,47,21.3
13142.1,676,0.05593,25.737,47.2,21.2
13358.6,688,0.05577,26.076,51.4,19.5
13573.1,699,0.05594,26.995,50.2,19.9
13770.4,710,0.05609,25.975,47.7,21
13978.3,721,0.05611,24.006,46.3,21.6
14175.3,732,0.05630,23.933,46.1,21.7
14380.2,741,0.05652,23.572,47.1,21.2
14559.7,752,0.05665,23.559,49.5,20.2
14732.3,760,0.05693,23.107,48.6,20.6
14906.1,767,0.05737,23.223,48.8,20.5
15092.8,775,0.05792,23.075,48.8,20.5
15261.5,784,0.05809,23.183,50.3,19.9
15455.8,792,0.05805,22.736,54.3,18.4
15626.9,802,0.05863,22.033,54.1,18.5
15795.5,810,0.05859,22.142,54.6,18.3
15972.2,819,0.05933,23.012,57.7,17.3
16134.5,828,0.05966,21.827,61.7,16.2
16285.0,838,0.05967,20.583,64,15.6
16438.2,846,0.05991,20.422,62.5,16
16598.3,855,0.05966,20.532,62.3,16
16756.7,866,0.05944,20.168,65.2,15.3
16914.6,874,0.05909,19.619,64.4,15.5
17077.4,883,0.05911,20.129,64.6,15.5
17227.7,892,0.05847,19.593,63.1,15.9
17397.9,901,0.05812,22.367,63.5,15.7
17564.8,910,0.05839,21.979,60.6,16.5
17738.0,919,0.05795,21.917,59.5,16.8
17902.9,928,0.05778,23.133,57.5,17.4
18078.2,937,0.05746,23.084,54.6,18.3
18246.9,946,0.05712,22.034,52.1,19.2
18428.9,955,0.05665,23.282,52.9,18.9
18609.9,966,0.05639,23.189,53.1,18.8
18799.6,975,0.05617,23.284,51.9,19.3
18988.5,985,0.05614,23.693,50.9,19.7
19182.7,995,0.05572,23.103,50.4,19.9
19375.8,1005,0.05553,24.416,50.4,19.9
19568.5,1015,0.05549,23.668,48.4,20.7
19762.4,1024,0.05535,24.020,47.6,21
19959.6,1034,0.05538,24.710,46.9,21.3
20156.6,1043,0.05559,24.252,47,21.3
20340.6,1052,0.05526,24.378,48.1,20.8
20531.0,1061,0.05492,23.988,47.5,21.1
20716.7,1070,0.05519,23.803,48.8,20.5
20899.5,1079,0.05545,23.463,48.8,20.5
21084.6,1088,0.05560,23.576,50.4,19.9
21265.0,1097,0.05570,23.304,53,18.9
21442.4,1107,0.05629,22.388,54.5,18.4
21632.8,1117,0.05634,23.105,54.4,18.4
21831.9,1127,0.05679,22.708,56.2,17.8
22029.7,1138,0.05686,22.482,60.9,16.4
22191.4,1149,0.05713,22.261,64.9,15.4
22378.4,1158,0.05774,21.738,69.6,14.4
22559.8,1171,0.05760,22.962,68.3,14.6
22718.9,1181,0.05790,21.466,71,14.1
22888.2,1192,0.05795,22.452,71.3,14
23054.1,1202,0.05769,21.651,69.8,14.3
23220.0,1211,0.05781,21.621,69.1,14.5
23393.5,1222,0.05742,22.697,69.1,14.5
23572.5,1235,0.05748,22.205,70.3,14.2
23746.4,1247,0.05667,22.119,68,14.7
23949.0,1258,0.05682,22.670,65,15.4
24118.3,1270,0.05627,22.963,61.1,16.4
24311.9,1279,0.05607,22.985,57.9,17.3
24496.3,1290,0.05566,23.475,55.1,18.2
24697.8,1301,0.05535,22.710,53,18.9
24873.9,1311,0.05490,23.466,51.5,19.4
25085.8,1321,0.05459,23.732,50,20
25279.0,1332,0.05444,23.792,49.4,20.2
25510.8,1342,0.05418,24.954,51.5,19.4
25716.3,1354,0.05424,26.203,51.8,19.3
25917.3,1365,0.05425,26.749,48.1,20.8
26118.5,1377,0.05419,26.872,46.2,21.6
26332.7,1386,0.05438,26.550,46,21.8
26526.8,1397,0.05459,24.603,45.7,21.9
26709.6,1405,0.05479,24.423,45.9,21.8
26905.4,1415,0.05478,23.905,47.1,21.2
27098.5,1425,0.05493,24.140,50.1,20
27292.4,1436,0.05549,23.501,49,20.4
27475.3,1445,0.05593,22.932,48.7,20.5
27649.6,1454,0.05603,22.959,49.1,20.4
27818.4,1462,0.05652,22.618,49.1,20.4
28002.7,1470,0.05683,22.851,50.5,19.8
28163.5,1479,0.05709,23.064,51.6,19.4
28338.0,1487,0.05718,21.702,54.9,18.2
28509.3,1498,0.05770,22.363,57.7,17.3
28676.1,1507,0.05801,21.923,63.9,15.7
28864.6,1517,0.05853,20.231,68.7,14.5
29023.6,1527,0.05825,19.890,69.1,14.5
29204.5,1536,0.05840,20.379,70,14.3
29380.7,1547,0.05792,19.703,71.1,14.1
29538.9,1557,0.05799,20.098,68.7,14.6
29698.3,1566,0.05789,20.618,65.7,15.2
29857.4,1577,0.05757,22.159,63.8,15.7
30020.5,1585,0.05743,21.636,61.7,16.2
30214.3,1594,0.05698,22.646,59.5,16.8
30390.0,1604,0.05658,23.109,59,17
30564.8,1617,0.05656,22.598,57.9,17.3
30734.0,1626,0.05618,22.645,57,17.6
30904.4,1635,0.05585,22.963,55.2,18.1
31097.7,1645,0.05549,22.985,54.7,18.3
31294.6,1657,0.05526,23.791,53.5,18.7
31489.1,1669,0.05492,23.555,51.9,19.3
31663.3,1679,0.05526,23.744,50.9,19.6
31853.8,1689,0.05492,23.226,50.3,19.9
32043.9,1699,0.05471,24.166,48.9,20.5
32231.1,1708,0.05469,23.365,48.5,20.6
32426.6,1717,0.05462,23.635,47,21.3
32620.9,1726,0.05458,24.165,47.9,20.9
32811.1,1737,0.05463,24.867,46.3,21.6
32993.4,1747,0.05461,23.962,46.4,21.6
33187.8,1757,0.05461,23.323,47.4,21.1
33375.0,1766,0.05457,23.954,49.4,20.2
33564.0,1775,0.05474,23.379,51,19.6
33749.7,1786,0.05480,23.619,51.8,19.3
33946.5,1796,0.05542,23.097,52.7,19
34136.8,1805,0.05535,23.135,54.4,18.4
34310.5,1815,0.05567,22.980,56.3,17.8
34483.4,1823,0.05600,22.541,57.5,17.4
34676.0,1834,0.05640,22.127,61.9,16.2
34842.0,1846,0.05623,21.850,67.2,14.9
35006.2,1856,0.05677,21.797,71.8,13.9
35173.9,1866,0.05693,22.669,71,14.1
35335.9,1877,0.05708,21.984,69.5,14.4
35504.0,1886,0.05698,22.054,69.1,14.5
35678.1,1896,0.05742,21.641,70,14.3
35847.2,1907,0.05674,21.538,69.5,14.4
36009.7,1916,0.05693,22.170,68.8,14.5
36197.5,1925,0.05636,21.781,67.2,14.9
36392.9,1936,0.05641,22.313,65.3,15.3
36556.3,1947,0.05589,22.793,64.3,15.5
36731.9,1956,0.05593,22.804,57.3,17.5
36940.3,1965,0.05537,23.541,53.9,18.6
37120.0,1978,0.05499,23.222,53.4,18.7
37308.1,1987,0.05441,23.736,51.9,19.3
