time_ms,frame_index,val_loss,train_time_ms,fps,frame_time
287.9,0,0.02244,36.197,11.3,88.8
510.9,2,0.01481,33.732,8.5,117.9
775.3,4,0.01188,35.972,8,124.8
1032.4,6,0.01148,33.511,9.1,109.3
1242.8,8,0.01193,34.454,9.8,102.2
1444.6,10,0.01184,31.555,9.4,106.7
1690.6,12,0.01175,31.597,8.9,112.8
1918.7,14,0.01173,31.473,9,110.5
2148.3,16,0.01186,32.084,9.5,105.1
2374.7,18,0.01143,30.885,9.4,106.7
2623.3,20,0.01142,30.488,9.5,104.7
2852.1,22,0.01169,30.920,9.7,102.7
3093.7,24,0.01133,32.504,9.4,106.2
3345.6,26,0.01113,34.367,9,111.5
3613.8,28,0.01074,37.238,8.8,114
3860.6,30,0.01075,36.718,8.8,114
4097.3,32,0.01051,34.393,8.8,113.5
4338.5,34,0.01027,32.826,8.8,114.2
4589.1,36,0.01014,28.300,8.9,112.5
4827.3,38,0.01015,29.857,9,110.7
5073.5,40,0.01021,30.105,8.8,113.1
5322.4,42,0.01011,30.197,8.7,115
5574.4,44,0.01002,29.460,8.8,113.2
5818.4,46,0.01004,30.994,8.8,113.3
6076.7,48,0.00994,32.260,8.1,123.5
6389.4,50,0.00983,30.327,8,124.9
6667.7,52,0.00971,30.322,7.7,130.2
6933.3,54,0.00994,37.135,7.5,133
7251.0,56,0.01034,28.633,7.4,135.4
7525.9,58,0.01043,38.751,7.1,140.5
7831.2,60,0.01060,34.493,7.6,132.1
8087.6,62,0.01081,36.434,8,125.6
8339.9,64,0.01059,38.271,7.6,131.5
8624.3,66,0.00987,32.975,8.1,122.8
8862.0,68,0.01007,28.196,8.3,120.7
9158.1,70,0.01066,34.756,7.5,133.5
9492.4,72,0.01070,30.191,7.3,137.5
9803.5,74,0.01058,38.668,7.2,138.3
10136.1,76,0.01037,38.804,7.5,134.2
10411.4,78,0.00988,35.051,7.1,140.7
10707.5,80,0.00980,32.261,7.8,128.6
10962.6,82,0.00970,31.912,8.3,120.2
11209.5,84,0.00976,33.238,8.7,115.3
11457.7,86,0.00971,33.316,8.8,113.9
11714.5,88,0.00978,34.951,8.5,117.5
11968.7,90,0.00987,36.306,8.4,119.6
12229.8,92,0.01007,29.044,8.7,115
12458.0,94,0.01004,29.278,8.6,116.4
12727.9,96,0.01022,34.773,8.5,118
