time_ms,frame_index,val_loss,train_time_ms,fps,frame_time
249.6,0,0.08829,32.065,13.7,73.1
539.1,3,0.08436,30.361,10.4,96.5
760.5,5,0.08310,24.267,9.7,102.9
980.5,7,0.08400,29.237,9.9,101.3
1181.8,9,0.08548,26.513,10.3,96.8
1384.1,11,0.08704,24.877,10.8,92.8
1566.4,13,0.08750,24.458,11.2,89.6
1745.8,15,0.08801,25.829,11.7,85.7
1925.7,17,0.08922,23.496,12,83.2
2110.9,19,0.08800,20.938,12.4,80.4
2279.3,21,0.08728,23.504,12.5,80
2455.9,23,0.08568,25.950,12.6,79.5
2636.2,25,0.08562,25.823,12.4,81
2816.7,27,0.08295,25.654,12.2,82.1
3012.4,29,0.08179,27.577,11.9,83.9
3225.1,31,0.07873,24.387,11.4,87.4
3417.5,33,0.07654,25.610,11.1,90.3
3613.7,35,0.07402,27.489,10.5,95.2
3809.7,37,0.07286,22.041,10.4,95.8
4023.6,39,0.07151,23.293,10.4,95.9
4230.2,41,0.07007,24.193,10.5,95.5
4444.7,43,0.06826,22.303,10.4,96
4639.9,45,0.06632,21.926,10.7,93.5
4852.6,47,0.06449,26.409,11,91.1
5044.3,49,0.06248,26.345,11.1,90.4
5229.6,51,0.06102,27.188,10.9,91.6
5421.2,53,0.05959,26.853,10.9,91.5
5620.4,55,0.05844,27.222,10.8,92.2
5819.3,57,0.05714,27.750,10.8,92.3
6030.7,59,0.05612,28.428,10.5,94.9
6237.7,61,0.05510,31.319,10.1,99
6455.1,63,0.05435,27.793,9.8,102.1
6681.0,65,0.05262,28.512,9.6,103.7
6909.0,67,0.05192,32.627,9.4,106.4
7138.3,69,0.05104,32.608,9.3,107
7366.2,71,0.05010,28.884,9.5,105.6
7588.1,73,0.04924,31.385,9.7,102.6
7800.2,75,0.04783,31.083,10,100.5
8013.2,77,0.04693,28.277,10.2,98.3
8204.8,79,0.04690,29.751,10.3,96.9
8402.9,81,0.04760,25.536,10.2,98.4
8612.6,83,0.04603,24.471,10.7,93.6
8818.5,85,0.04724,25.420,11.1,90.4
9012.2,87,0.04684,22.131,10.6,94.3
9233.2,89,0.04645,30.413,10.3,97.4
9487.7,91,0.04645,32.077,9.9,100.7
9798.3,94,0.04753,26.726,9.5,105.4
10046.6,96,0.04769,27.536,8.8,113.2
10296.8,98,0.04842,29.418,8.7,114.4
10535.8,100,0.04973,28.416,8.9,112.4
10778.5,102,0.05031,28.350,9.2,108.5
11002.6,104,0.05099,27.060,9.6,104
11236.3,106,0.05194,29.527,10,99.9
11529.4,109,0.05388,30.286,10.3,96.9
11772.7,111,0.05423,29.415,10.6,94.7
12049.8,114,0.05619,28.825,10.8,93
12284.7,116,0.05687,32.236,10.3,96.7
12574.9,119,0.05897,28.280,9.9,100.9
12799.7,121,0.06004,28.337,9.7,103.6
13019.0,123,0.06105,30.167,9.5,105
13240.2,125,0.06250,29.633,9.6,104.4
13466.9,127,0.06384,26.618,9.9,100.9
13667.3,129,0.06513,25.595,10.3,97.1
13884.2,131,0.06664,24.726,10.8,92.5
14132.2,134,0.06935,21.901,11.9,83.9
14301.1,136,0.07046,25.607,12,83.2
14475.9,138,0.07316,25.112,12.3,81.5
14649.0,140,0.07317,25.576,12.3,81.3
14840.4,142,0.07312,23.181,12.4,80.9
15019.7,144,0.07249,25.232,12.3,81.1
15198.7,146,0.07201,25.553,12.3,81.3
15381.2,148,0.07025,25.978,12.2,81.8
15587.5,150,0.06851,27.123,10.9,92.1
15803.5,152,0.06679,26.474,10.4,96.1
16003.4,154,0.06504,30.808,11.1,89.9
16197.8,156,0.06396,25.701,10.7,93.8
16398.9,158,0.06315,21.578,10.2,98.4
16628.7,160,0.06178,23.155,10.4,96.1
16834.5,162,0.06047,25.704,10.7,93
17030.2,164,0.06000,25.182,10.7,93.5
17231.7,166,0.05876,22.259,10.9,91.6
17423.5,168,0.05729,28.160,11.1,90
17617.8,170,0.05573,26.095,11.2,89.5
17811.8,172,0.05487,27.399,11.3,88.9
18010.0,174,0.05372,24.237,11.2,89.4
18278.7,177,0.05223,26.525,11.6,86.4
18477.8,179,0.05179,28.106,11.2,89.1
18687.6,181,0.05081,28.915,10.4,96.5
18900.8,183,0.05043,31.800,10,100.2
19122.2,185,0.04952,28.519,9.7,103.6
19349.0,187,0.04868,32.378,9.4,106.5
19581.7,189,0.04779,32.948,9.1,109.8
19839.3,191,0.04674,29.263,9,111
20096.6,193,0.04624,27.680,9.7,103.6
20302.6,195,0.04487,31.328,10,100
20510.9,197,0.04414,31.077,10,99.8
20717.2,199,0.04388,26.677,10.1,98.6
20930.8,201,0.04483,24.251,10.3,96.9
21103.9,203,0.04413,27.617,10.8,92.9
21293.9,205,0.04378,24.664,10.9,92
21504.3,207,0.04533,25.361,10.8,92.8
21715.0,209,0.04414,27.557,10.3,97.1
21956.7,211,0.04417,32.263,9.5,105
22203.9,213,0.04456,33.130,9.3,107
22474.8,215,0.04524,29.595,9.2,108.9
22730.0,217,0.04587,31.646,8.8,113.2
23044.0,220,0.04767,28.852,9.1,110.2
23299.6,222,0.04842,30.858,9.1,109.4
23524.8,224,0.04929,27.429,9.5,104.7
23750.7,226,0.05010,30.009,9.9,101.5
23967.7,228,0.05111,29.804,10,99.6
24177.0,230,0.05170,29.330,9.9,100.7
24410.0,232,0.05239,29.260,10.3,97.5
24623.7,234,0.05353,28.886,10.4,95.8
24840.8,236,0.05489,29.066,10,99.6
25069.5,238,0.05590,29.093,9.9,101.4
25287.2,240,0.05720,29.253,9.6,103.8
25499.0,242,0.05834,29.929,9.4,106.1
25724.5,244,0.05948,30.147,9.5,105.7
25937.4,246,0.06063,23.288,9.6,104.5
26170.4,248,0.06251,27.109,10,99.5
26369.7,250,0.06363,27.650,10.7,93.1
26559.4,252,0.06480,24.796,10.8,92.3
26739.4,254,0.06678,24.028,11.4,88
26921.1,256,0.06837,25.313,11.8,85
27096.4,258,0.07078,25.294,12.2,82.1
27270.1,260,0.06927,24.822,12.5,80.3
27445.9,262,0.06924,25.278,12.5,80
27621.4,264,0.06969,25.057,12.5,79.9
27799.8,266,0.06883,25.667,12.3,81.5
27984.9,268,0.06731,23.520,12.2,82
28171.6,270,0.06609,25.946,11.8,84.8
28374.5,272,0.06450,25.225,11.2,89.4
28584.8,274,0.06228,26.686,11.2,89.6
28765.0,276,0.06191,28.904,10.6,94.3
28995.6,278,0.06090,24.514,10.6,94.5
29207.7,280,0.06007,21.954,10.8,92.4
29395.9,282,0.05955,25.782,10.4,95.8
29592.6,284,0.05821,25.205,10.4,96.6
29808.5,286,0.05686,24.510,10.6,94.7
30026.6,288,0.05522,21.986,11.2,89
30225.4,290,0.05426,25.790,11.4,87.6
30409.7,292,0.05324,26.591,11.4,87.9
30599.9,294,0.05227,26.713,11.2,89.1
30806.7,296,0.05148,28.588,11,90.7
31001.4,298,0.05109,28.057,10.8,92.6
31208.5,300,0.05038,28.647,10.4,96.6
31418.8,302,0.04981,27.384,10,100.2
31642.3,304,0.04889,31.773,9.6,104
31872.4,306,0.04815,28.638,9.5,105.7
32103.4,308,0.04716,28.606,9.4,106.7
32330.6,310,0.04657,32.596,9.3,107.6
32561.9,312,0.04586,32.467,9.5,105.2
32784.4,314,0.04482,27.882,9.9,101.4
32983.9,316,0.04381,30.100,9.9,101.1
33195.5,318,0.04357,30.681,10.1,99.5
33396.7,320,0.04334,26.871,10.4,96
33580.9,322,0.04425,27.593,10.7,93.6
33773.6,324,0.04243,24.277,10.8,92.7
33994.8,326,0.04457,25.481,9.8,102.1
34226.4,328,0.04381,30.059,9.9,100.7
34454.5,330,0.04378,32.107,10,100.1
34705.5,332,0.04389,32.759,9.4,106.5
34942.9,334,0.04470,33.365,9.3,107.9
35188.3,336,0.04566,29.864,8.9,111.8
35443.2,338,0.04579,31.232,8.6,116.5
35701.4,340,0.04730,28.082,8.9,112.6
35921.8,342,0.04799,27.976,9.3,107.9
36136.8,344,0.04887,27.747,9.3,107
36363.1,346,0.04950,28.982,9.9,100.5
36586.4,348,0.05043,27.359,10.2,97.6
36881.4,351,0.05194,30.617,10.6,94.5
37176.6,354,0.05321,29.310,10.6,94.4
37396.2,356,0.05415,30.569,10.4,96
37609.7,358,0.05522,32.524,9.8,102.6
37831.1,360,0.05625,33.160,9.6,104.4
38047.0,362,0.05758,30.197,9.3,107.1
