time,frame_index,fps,frame_time,stage_sample_gen,stage_direct,stage_indirect,stage_filter,stage_accumulate,stage_compose
1.004,144,36.3,27.6,1.752,0.683,1.509,2.240,0.095,0.032
2.000,287,61.7,16.2,1.318,0.686,1.807,2.269,0.098,0.032
3.000,431,122,8.2,1.386,0.681,1.814,1.998,0.133,0.032
4.000,575,71.8,13.9,1.966,0.792,1.484,2.199,0.106,0.032
5.000,718,37.4,26.8,2.297,0.896,1.120,2.019,0.112,0.032
6.000,862,37.1,27,2.123,0.854,1.286,2.026,0.094,0.031
7.000,1006,36.3,27.6,2.116,0.799,1.192,2.049,0.096,0.031
8.001,1150,68.7,14.6,1.634,0.742,1.338,1.997,0.097,0.032
9.000,1293,133.8,7.5,1.551,0.599,1.258,1.940,0.096,0.037
10.000,1437,91.4,10.9,1.788,0.779,1.577,2.090,0.108,0.033
11.000,1579,35.9,27.8,2.183,0.943,1.311,2.070,0.094,0.032
12.000,1721,36.5,27.4,2.292,0.729,1.286,1.994,0.095,0.032
13.000,1861,35.6,28.1,2.154,0.840,1.447,2.078,0.096,0.031
14.000,2006,40.7,24.6,1.487,0.764,1.641,2.210,0.097,0.032
15.000,2150,123.3,8.1,1.299,0.684,1.832,2.030,0.110,0.037
16.000,2294,122.2,8.2,1.538,0.685,1.543,2.109,0.112,0.045
17.000,2437,64.1,15.6,2.254,0.703,1.347,2.123,0.097,0.032
18.000,2581,50,20,2.302,0.649,1.135,2.130,0.095,0.031
19.000,2725,48,20.8,2.213,0.822,1.115,2.093,0.095,0.031
20.000,2869,49.9,20,1.997,0.845,1.241,2.087,0.097,0.032
21.000,3013,133.3,7.5,1.455,0.640,1.280,1.958,0.100,0.032
22.000,3157,121.8,8.2,1.504,0.702,1.431,1.973,0.095,0.032
23.000,3300,43,23.3,2.098,0.952,1.427,2.113,0.097,0.033
24.000,3441,36.5,27.4,2.192,0.886,1.271,2.006,0.101,0.033
25.000,3583,36,27.8,2.317,0.784,1.263,2.001,0.095,0.031
26.000,3724,36.7,27.2,1.774,0.943,1.528,2.083,0.095,0.033
27.000,3868,82.3,12.1,1.351,0.710,1.704,2.101,0.105,0.033
28.000,4012,119.9,8.3,1.395,0.702,1.551,1.965,0.143,0.032
29.000,4156,109.7,9.1,1.795,0.669,1.468,2.011,0.136,0.032
30.000,4300,73.8,13.6,2.485,0.625,1.145,2.105,0.095,0.032
