time_ms,frame_index,val_loss,train_time_ms,fps,frame_time
258.7,0,0.05998,33.449,39.6,25.3
541.9,9,0.05250,32.477,39.7,25.2
826.3,20,0.04893,32.892,39.8,25.2
1093.3,30,0.04807,32.351,39.8,25.1
1362.0,40,0.04834,32.390,40,25
1611.9,49,0.04805,32.144,39.2,25.5
1883.4,58,0.04763,34.132,40.7,24.6
2142.4,69,0.04727,33.193,38.5,26
2419.4,78,0.04732,32.286,37.9,26.4
2680.1,88,0.04735,32.747,37.3,26.8
2939.8,96,0.04705,33.232,37.1,27
3227.9,106,0.04664,32.114,40.7,24.6
3516.2,117,0.04634,32.311,41.1,24.3
3796.9,128,0.04641,32.779,38.2,26.2
4047.2,137,0.04609,32.426,36.7,27.2
4314.3,145,0.04605,32.309,39.3,25.5
4586.8,157,0.04605,32.493,41.2,24.3
4857.6,167,0.04584,31.709,38.4,26.1
5110.6,176,0.04561,31.996,37.6,26.6
5367.6,185,0.04555,32.748,37.8,26.4
5631.0,195,0.04509,33.134,38.8,25.7
5905.8,205,0.04543,31.520,38.8,25.8
6160.5,214,0.04496,30.996,40.3,24.8
6433.6,224,0.04516,31.793,44.2,22.6
6690.0,236,0.04513,32.559,43.9,22.8
6973.9,246,0.04505,32.422,43.2,23.1
7249.2,257,0.04493,32.132,42.5,23.5
7529.3,268,0.04481,31.799,42,23.8
7811.5,280,0.04456,32.492,41.4,24.2
8082.8,291,0.04461,32.406,42.8,23.4
8343.1,302,0.04463,32.018,41.3,24.2
8600.2,311,0.04464,31.409,41.4,24.1
8867.5,322,0.04442,32.536,41.2,24.3
9145.4,332,0.04442,32.836,41.5,24.1
9394.4,343,0.04440,31.561,40.2,24.9
9657.5,352,0.04462,31.566,40.3,24.8
9915.0,362,0.04441,31.812,41.3,24.2
10198.9,372,0.04442,32.265,43.8,22.8
10479.6,384,0.04434,32.553,41.8,23.9
10757.3,395,0.04435,31.921,41.3,24.2
11013.6,405,0.04428,32.596,41.8,23.9
11276.9,415,0.04420,32.082,41.4,24.1
11536.2,425,0.04428,32.279,42.5,23.5
11799.5,435,0.04442,33.061,40.1,24.9
12084.7,445,0.04444,33.095,39.6,25.2
12360.3,456,0.04404,32.720,42.7,23.4
12630.5,468,0.04421,31.992,42.2,23.7
12902.9,479,0.04461,32.136,42,23.8
13165.8,489,0.04420,31.390,43.1,23.2
13446.3,500,0.04434,32.268,42.8,23.4
13711.2,511,0.04411,32.218,41.4,24.2
14005.4,521,0.04414,32.119,40.9,24.4
14279.2,533,0.04422,31.999,41.7,24
14560.9,544,0.04407,32.247,41.7,24
14821.2,555,0.04432,32.444,42.1,23.8
15082.7,565,0.04438,31.645,41.8,23.9
15364.1,576,0.04440,31.837,43.5,23
15635.0,587,0.04450,32.412,42.2,23.7
15904.7,598,0.04411,32.259,42.7,23.4
16180.6,608,0.04418,32.082,42.2,23.7
16438.6,618,0.04414,32.032,39.9,25.1
16711.2,628,0.04395,31.905,41.4,24.1
16975.7,638,0.04423,32.292,42.5,23.5
17228.2,648,0.04393,32.269,41.5,24.1
17500.1,658,0.04409,33.081,38.3,26.1
17754.9,666,0.04416,32.288,37.7,26.5
18026.0,676,0.04392,32.319,41.1,24.3
18306.0,687,0.04415,32.157,39.7,25.2
18590.9,697,0.04418,32.423,32,31.2
18847.5,703,0.04430,32.077,32.7,30.5
19117.2,712,0.04422,32.214,41.5,24.1
19378.3,723,0.04407,32.247,41.5,24.1
19638.2,733,0.04417,31.543,40.8,24.5
19902.4,744,0.04413,32.160,40.3,24.8
20175.8,753,0.04399,32.020,40.3,24.8
20463.2,763,0.04407,34.041,38,26.3
20743.6,773,0.04409,32.284,37.6,26.6
21023.8,784,0.04416,32.543,42.3,23.6
21285.1,795,0.04402,32.560,43.3,23.1
21555.5,806,0.04377,31.940,42.4,23.6
21812.6,816,0.04406,32.048,43.3,23.1
22077.2,827,0.04411,32.396,42.5,23.5
22356.6,838,0.04404,32.351,43.2,23.1
22618.9,850,0.04412,32.198,42.3,23.6
22890.2,860,0.04420,31.750,43,23.3
23160.3,872,0.04406,32.455,43.3,23.1
23434.9,883,0.04404,33.294,41.2,24.3
23710.6,893,0.04414,32.223,40.7,24.6
23976.8,903,0.04388,31.537,41.9,23.9
24230.8,913,0.04412,32.098,41.8,23.9
24482.7,923,0.04386,32.534,40.6,24.6
24759.8,933,0.04414,31.866,41.4,24.1
25023.6,944,0.04413,33.111,42.1,23.7
25298.6,954,0.04383,32.389,41.6,24
25550.2,964,0.04409,31.037,41.3,24.2
25805.4,974,0.04378,31.872,39.4,25.4
26067.0,983,0.04396,31.897,39.2,25.5
26329.9,992,0.04391,32.235,40.2,24.9
26587.5,1001,0.04413,31.707,40.8,24.5
26854.3,1011,0.04401,31.991,40.2,24.9
27108.5,1021,0.04407,32.195,41.5,24.1
27374.1,1031,0.04411,32.315,42.3,23.6
27622.8,1041,0.04412,32.195,41.7,24
27890.9,1050,0.04401,31.969,42.1,23.8
28170.9,1061,0.04397,31.700,42.2,23.7
28450.3,1072,0.04396,31.578,39.9,25.1
28732.7,1082,0.04404,32.404,38,26.3
28997.8,1092,0.04419,31.995,43.1,23.2
29264.3,1103,0.04403,32.210,41.9,23.9
29530.6,1114,0.04394,32.167,41.1,24.3
29792.7,1123,0.04388,32.245,40.1,24.9
30069.5,1134,0.04398,32.093,42.7,23.4
30321.1,1144,0.04391,32.332,41.4,24.1
30581.5,1154,0.04398,30.984,40.1,24.9
30833.7,1163,0.04396,31.732,39,25.7
31095.6,1173,0.04406,31.812,38.6,25.9
31354.9,1182,0.04378,31.242,39.8,25.1
31613.9,1192,0.04390,32.667,39.1,25.6
31872.4,1201,0.04412,31.755,36.9,27.1
32133.7,1209,0.04386,32.436,38.3,26.1
32394.2,1219,0.04378,31.484,40,25
32646.6,1228,0.04409,31.249,38.8,25.8
32903.6,1237,0.04375,31.444,38.7,25.8
33150.1,1246,0.04388,32.295,38.8,25.8
33428.0,1255,0.04389,32.061,40,25
33684.5,1265,0.04378,32.361,39.2,25.5
33963.6,1274,0.04384,31.613,39.8,25.1
34223.7,1284,0.04396,31.822,41,24.4
34508.2,1295,0.04385,31.803,39.8,25.1
34761.4,1305,0.04380,31.876,40.7,24.5
35019.5,1314,0.04371,33.329,40.2,24.9
35289.5,1324,0.04398,32.313,40.1,25
35550.0,1334,0.04384,31.946,39.3,25.4
35817.9,1343,0.04409,32.344,39.9,25.1
36101.1,1353,0.04378,31.948,43.5,23
36382.6,1364,0.04399,31.469,44.3,22.6
36629.3,1375,0.04379,31.795,42.2,23.7
36890.6,1384,0.04376,31.992,39.9,25.1
37162.1,1394,0.04401,32.147,40.5,24.7
37426.4,1403,0.04392,31.992,38.9,25.7
37728.8,1412,0.04377,32.720,41.7,24
38013.4,1425,0.04383,31.346,42.8,23.4
38285.1,1437,0.04384,32.236,40.6,24.7
38536.3,1446,0.04376,32.120,39.4,25.4
38800.2,1455,0.04384,32.526,39.3,25.5
39059.0,1465,0.04377,31.864,39.1,25.6
39314.5,1473,0.04393,32.256,38.7,25.8
39586.2,1483,0.04391,32.218,40.9,24.4
39833.6,1493,0.04403,32.501,41.3,24.2
40104.1,1503,0.04365,31.232,39.9,25.1
40350.1,1512,0.04370,32.189,38.8,25.8
40619.6,1521,0.04365,32.292,40.6,24.7
40897.7,1531,0.04386,31.403,42.7,23.4
41167.7,1542,0.04372,31.860,40.9,24.4
41447.9,1552,0.04378,31.750,40.1,24.9
41715.2,1562,0.04379,31.283,40.4,24.7
41992.2,1572,0.04389,32.144,42.8,23.4
42261.7,1584,0.04388,31.953,43.4,23
42533.7,1594,0.04395,32.269,40,25
42838.6,1604,0.04364,32.386,40.6,24.6
43122.0,1616,0.04376,32.303,42.1,23.7
43379.1,1627,0.04379,32.665,42.9,23.3
43660.5,1637,0.04376,32.284,41.7,24
43913.4,1648,0.04377,31.768,40.9,24.5
44173.2,1657,0.04365,32.177,40.5,24.7
44438.4,1666,0.04385,32.642,39.9,25.1
44709.6,1676,0.04368,31.223,40.6,24.7
44974.2,1686,0.04385,32.947,41.4,24.2
45219.9,1696,0.04366,32.241,41,24.4
45497.0,1705,0.04371,32.321,40.9,24.4
45769.4,1716,0.04396,32.392,42.7,23.4
46037.4,1727,0.04356,33.076,41.9,23.9
46298.8,1737,0.04382,30.964,40.8,24.5
46568.3,1746,0.04376,31.855,40.7,24.6
46835.7,1757,0.04382,32.403,41.7,24
47097.6,1767,0.04371,32.572,40.3,24.8
47362.4,1777,0.04380,32.137,40,25
47619.2,1787,0.04354,32.553,40.7,24.6
47889.1,1797,0.04366,31.914,41.2,24.2
48189.1,1808,0.04385,32.436,40.9,24.4
48473.7,1820,0.04365,33.610,41.1,24.3
48737.1,1831,0.04351,32.111,39.7,25.2
48995.9,1840,0.04376,32.132,40.9,24.5
49269.7,1851,0.04373,32.696,41.5,24.1
49510.6,1861,0.04364,32.197,40.2,24.9
49786.7,1870,0.04356,32.452,41.3,24.2
50070.3,1881,0.04358,32.227,42,23.8
50343.4,1892,0.04355,32.736,42.7,23.4
50644.3,1903,0.04365,31.941,40,25
50921.2,1915,0.04375,32.846,42,23.8
51204.5,1926,0.04360,31.575,41,24.4
51487.6,1937,0.04375,31.712,41.8,23.9
51794.1,1949,0.04374,31.263,42.6,23.5
52095.3,1962,0.04352,32.195,40.8,24.5
52365.6,1974,0.04362,32.601,41.1,24.3
52642.0,1984,0.04353,31.374,40.8,24.5
52900.9,1995,0.04350,32.103,40.7,24.5
53171.8,2004,0.04346,31.635,39.2,25.5
53435.1,2014,0.04367,32.482,41.1,24.3
53704.3,2025,0.04371,31.752,41,24.4
53959.8,2034,0.04354,32.384,39.6,25.2
54220.7,2044,0.04371,32.213,41.3,24.2
54472.1,2054,0.04346,33.440,39.6,25.2
54733.1,2063,0.04371,32.217,38.8,25.8
54988.5,2072,0.04357,32.347,39.3,25.5
55234.6,2081,0.04338,32.131,39.2,25.5
55482.6,2090,0.04350,32.345,37.9,26.4
55753.7,2099,0.04364,32.815,39.2,25.5
56019.7,2109,0.04363,31.822,41.1,24.3
56277.3,2119,0.04366,32.021,41.1,24.3
56542.5,2128,0.04353,31.400,41.9,23.8
56806.0,2139,0.04345,32.128,42.4,23.6
57064.5,2149,0.04346,32.359,42,23.8
57330.9,2160,0.04339,31.948,40.6,24.6
57580.9,2169,0.04348,31.385,39.4,25.4
57855.9,2178,0.04344,32.576,41.3,24.2
58150.7,2189,0.04349,31.293,43,23.3
58406.0,2201,0.04371,31.595,43.2,23.2
58684.7,2211,0.04384,31.875,41.4,24.2
58950.5,2221,0.04367,32.436,41.5,24.1
59220.1,2231,0.04337,33.300,40.7,24.6
59469.6,2241,0.04368,33.450,40.4,24.8
59759.8,2250,0.04368,31.582,41.4,24.2
60025.3,2262,0.04362,32.296,40.3,24.8
60288.6,2272,0.04355,32.454,40.6,24.6
60571.7,2282,0.04348,31.631,42.5,23.5
60844.3,2293,0.04344,32.301,43.6,23
61107.4,2304,0.04352,31.544,42.4,23.6
61379.8,2314,0.04354,32.795,40.4,24.8
61628.7,2324,0.04344,31.755,40.8,24.5
61892.9,2334,0.04346,32.097,40.1,24.9
62152.0,2343,0.04334,32.105,40.6,24.6
62417.1,2353,0.04342,32.387,40.6,24.6
62676.8,2363,0.04347,31.679,40.6,24.7
62965.9,2373,0.04331,31.590,41.5,24.1
63213.9,2384,0.04352,32.010,41.5,24.1
63478.0,2393,0.04353,31.845,41.5,24.1
63736.0,2404,0.04358,33.300,41.9,23.9
64000.3,2414,0.04359,31.522,39.2,25.5
64256.5,2423,0.04356,32.489,40.2,24.9
64519.5,2433,0.04338,32.024,41.7,24
64782.5,2443,0.04345,32.826,40.6,24.6
65027.6,2452,0.04335,31.725,39.9,25
65294.5,2462,0.04332,32.226,39.9,25.1
65557.6,2471,0.04348,32.287,37.3,26.8
65818.8,2479,0.04337,31.211,37.1,26.9
66059.4,2488,0.04341,31.763,38.2,26.2
66320.7,2497,0.04353,32.108,39.7,25.2
66568.7,2506,0.04349,31.645,40.2,24.9
66834.0,2516,0.04340,31.401,38.6,25.9
67099.7,2525,0.04343,31.533,38.9,25.7
67366.0,2535,0.04360,31.173,38.1,26.2
67612.3,2543,0.04340,32.360,37.1,27
67863.9,2552,0.04341,32.178,39.1,25.6
68113.9,2561,0.04347,31.806,40,25
68371.8,2571,0.04357,31.995,41.9,23.9
68641.4,2581,0.04345,31.756,41.8,24
68910.6,2592,0.04342,31.376,42,23.8
69188.0,2602,0.04336,32.343,41.4,24.2
69464.7,2612,0.04341,32.108,42.9,23.3
69737.2,2623,0.04354,32.084,40.9,24.4
69989.5,2633,0.04354,30.827,41.1,24.3
70250.0,2642,0.04345,31.888,40.6,24.6
70514.8,2652,0.04335,32.487,40.6,24.7
70794.4,2662,0.04354,32.157,40.6,24.6
71080.7,2673,0.04345,31.503,40.6,24.6
71341.1,2684,0.04342,31.756,41.8,23.9
71618.5,2695,0.04352,32.252,41.8,24
71896.1,2706,0.04338,32.203,42.7,23.4
72185.9,2718,0.04350,31.044,42.6,23.5
72454.1,2729,0.04329,33.259,40.4,24.7
72719.7,2739,0.04358,31.820,41.1,24.3
73005.2,2749,0.04346,31.712,43,23.2
73281.3,2761,0.04332,32.227,42.3,23.7
73555.0,2772,0.04297,31.582,42.6,23.5
73839.6,2783,0.04314,32.077,42,23.8
74112.6,2794,0.04348,32.284,42.4,23.6
74380.2,2805,0.04326,31.870,38.6,25.9
74638.6,2814,0.04332,31.471,38.8,25.8
74925.2,2824,0.04323,32.189,40.5,24.7
75197.9,2834,0.04329,32.183,39.6,25.3
75485.1,2845,0.04321,32.567,39.7,25.2
75739.0,2855,0.04329,32.559,41.3,24.2
76001.2,2865,0.04303,32.020,41.7,24
76267.9,2875,0.04328,33.084,41.9,23.9
76531.3,2885,0.04346,31.985,41.4,24.2
76801.4,2895,0.04336,31.470,40.4,24.7
77074.0,2905,0.04328,31.747,40.6,24.6
77345.2,2915,0.04318,32.463,41,24.4
77628.3,2926,0.04345,32.930,41.5,24.1
77886.7,2937,0.04342,31.866,41.4,24.2
78138.7,2946,0.04329,31.882,39.2,25.5
78385.6,2955,0.04334,31.372,37.3,26.8
78662.6,2963,0.04351,32.072,41.9,23.9
78969.6,2976,0.04331,31.856,41.7,24
79277.0,2989,0.04339,32.254,40.5,24.7
79562.2,3001,0.04357,32.052,42.6,23.5
79812.7,3012,0.04308,31.625,40,25
80080.9,3020,0.04350,32.589,39.9,25.1
80352.9,3030,0.04323,32.182,44.2,22.6
80634.3,3042,0.04344,32.475,41.7,24
80893.4,3053,0.04317,31.454,41.3,24.2
81155.1,3062,0.04341,32.095,40.6,24.6
81409.1,3072,0.04336,32.384,41.7,24
81669.4,3082,0.04329,32.053,40.5,24.7
81937.6,3091,0.04328,32.301,41.4,24.1
82201.3,3102,0.04334,31.784,42.7,23.4
82459.8,3112,0.04338,31.874,39.1,25.5
82722.5,3121,0.04322,32.156,38.6,25.9
82989.7,3130,0.04336,31.990,41,24.4
83250.3,3140,0.04332,33.303,41.6,24.1
83531.8,3150,0.04330,32.901,41.3,24.2
83797.6,3161,0.04349,31.350,42.5,23.5
84063.6,3170,0.04325,31.536,38.9,25.7
84333.6,3180,0.04329,31.753,40.7,24.5
84599.8,3190,0.04363,31.802,40.7,24.6
84860.4,3200,0.04313,31.906,40,25
85113.4,3209,0.04348,30.709,39.4,25.4
85409.8,3218,0.04339,31.916,40.8,24.5
85669.3,3230,0.04326,31.775,42.2,23.7
85929.0,3240,0.04330,32.547,41,24.4
86201.9,3250,0.04309,31.550,41.5,24.1
86458.9,3260,0.04323,31.481,40.8,24.5
86746.1,3270,0.04315,31.446,41.1,24.3
87014.8,3282,0.04346,31.969,40.6,24.6
87296.3,3292,0.04350,32.278,42.4,23.6
87579.7,3304,0.04334,32.213,41.8,23.9
87829.7,3315,0.04313,31.724,42.8,23.4
88095.1,3325,0.04340,31.359,40.8,24.5
88380.7,3335,0.04330,32.467,41.8,23.9
88654.4,3346,0.04321,32.550,40.8,24.5
88939.4,3356,0.04318,32.848,41.7,24
89197.9,3367,0.04325,31.724,43,23.2
89500.4,3377,0.04337,31.394,41.8,23.9
89762.3,3389,0.04326,31.666,42.5,23.5
90027.5,3399,0.04317,32.272,41.2,24.3
90300.9,3409,0.04328,31.898,42.2,23.7
90563.8,3419,0.04313,31.823,42.4,23.6
90820.4,3429,0.04332,31.516,41.4,24.1
91095.2,3440,0.04351,31.516,41.7,24
91386.8,3451,0.04330,31.678,42.6,23.5
91666.4,3463,0.04339,31.885,42.7,23.4
91924.5,3474,0.04328,31.822,42.2,23.7
92202.1,3484,0.04309,32.058,41.6,24.1
92473.8,3494,0.04329,31.787,41.1,24.4
92737.2,3505,0.04313,31.893,41.6,24
93018.8,3514,0.04327,32.429,40.6,24.7
93280.5,3525,0.04326,32.539,41.4,24.2
93545.6,3535,0.04342,32.038,40.7,24.6
93802.5,3545,0.04334,31.378,39.8,25.1
94059.2,3554,0.04318,31.554,37.9,26.4
94357.4,3563,0.04339,31.884,39,25.6
94624.0,3575,0.04354,31.934,41.5,24.1
94864.5,3585,0.04323,32.083,40.4,24.8
95107.7,3594,0.04311,32.121,38.5,25.9
95358.8,3603,0.04326,32.179,39.4,25.4
95622.2,3613,0.04323,31.847,40.5,24.7
95902.3,3623,0.04309,31.213,42.1,23.8
96171.8,3633,0.04313,32.437,41.7,24
96454.9,3644,0.04333,31.297,41.2,24.3
96738.2,3655,0.04338,31.664,41.1,24.4
97018.4,3666,0.04338,31.668,42.3,23.7
97318.0,3677,0.04340,32.091,42.9,23.3
97593.7,3690,0.04319,31.880,40.9,24.5
97861.7,3699,0.04306,32.177,42.3,23.7
98139.7,3710,0.04308,31.742,41.3,24.2
98407.0,3720,0.04308,31.853,41.8,23.9
98692.8,3730,0.04331,31.576,43,23.3
98957.1,3742,0.04312,31.279,43.9,22.8
99254.6,3753,0.04334,31.085,41.2,24.3
99512.5,3764,0.04327,31.633,43,23.3
99779.2,3775,0.04308,32.198,41.1,24.4
100049.6,3785,0.04324,32.408,40.5,24.7
100363.6,3795,0.04343,32.632,39.6,25.2
100632.0,3807,0.04309,32.936,41.4,24.1
100927.6,3817,0.04336,32.973,40.6,24.7
101204.1,3828,0.04314,32.039,41,24.4
101497.9,3839,0.04317,32.877,40.8,24.5
101795.8,3851,0.04313,32.761,40.4,24.8
102082.2,3863,0.04339,32.429,38.6,25.9
102379.2,3874,0.04314,32.135,39.3,25.5
102635.3,3885,0.04305,31.699,40.7,24.6
102928.6,3894,0.04325,32.057,36.4,27.5
103245.3,3903,0.04321,32.448,35.2,28.4
103564.9,3914,0.04342,32.516,36.4,27.5
103852.9,3927,0.04344,32.285,37.3,26.8
104147.0,3938,0.04334,31.441,38.4,26
104471.2,3949,0.04318,33.994,36.3,27.5
104772.8,3961,0.04327,32.102,36.9,27.1
105073.4,3972,0.04322,32.435,37.9,26.4
105373.1,3983,0.04324,32.266,37.8,26.4
105670.8,3994,0.04314,31.719,36.5,27.4
105970.1,4004,0.04327,31.572,37.8,26.4
106249.8,4015,0.04312,31.822,37.4,26.7
106531.7,4025,0.04306,31.585,39,25.6
106796.7,4035,0.04323,31.649,38.7,25.9
107087.6,4043,0.04328,32.554,40.3,24.8
107384.6,4055,0.04312,32.375,40.6,24.6
107655.3,4067,0.04334,32.350,41.2,24.3
