time_ms,frame_index,val_loss,train_time_ms,fps,frame_time
362.7,0,0.03366,47.579,9.5,105
692.4,3,0.03112,44.304,7,143.3
1021.1,5,0.03051,45.546,6,166
1367.2,7,0.03031,44.146,6.2,162.1
1697.7,9,0.03006,44.352,5.9,170.7
2041.9,11,0.03015,45.298,6.1,164.5
2381.6,13,0.02998,45.594,6.1,165.2
2727.9,15,0.03039,43.935,6.2,162.2
3066.4,17,0.03010,43.823,6.1,165
3403.5,19,0.02975,44.816,6.1,163.1
3728.5,21,0.03047,44.591,6,167.1
4070.1,23,0.03025,45.543,6.1,164.7
4416.2,25,0.03007,44.266,6.2,162.3
4742.5,27,0.03035,44.842,6,166.9
5081.6,29,0.03034,45.372,6.1,162.9
5425.5,31,0.03080,43.722,6.2,161.5
5757.8,33,0.03043,43.703,6.2,161.4
6093.2,35,0.03080,43.900,6.2,162.6
6426.5,37,0.03036,43.663,6.2,161.9
6762.4,39,0.02953,45.690,6.2,160.9
7093.5,41,0.03029,44.010,6.1,163.3
7426.7,43,0.03016,43.777,6.2,161.6
7759.3,45,0.03042,43.480,6.2,161.6
8091.7,47,0.03019,43.678,6.2,161.8
8426.8,49,0.03064,43.370,6.2,162.2
8759.3,51,0.03012,43.856,6.1,162.6
9094.4,53,0.03055,45.911,6.2,160.8
9414.7,55,0.03057,44.784,6,165.3
9792.3,57,0.03010,43.850,6.4,155.1
10126.9,59,0.02975,44.740,6.1,163.2
10460.2,61,0.02973,43.684,6.2,162.5
10792.0,63,0.03029,43.754,6.2,161.3
11125.9,65,0.02925,43.252,6.2,162.5
11459.2,67,0.02998,43.734,6.2,161.5
11793.8,69,0.02969,43.838,6.1,162.8
12161.5,71,0.03029,43.702,6.4,156.9
12496.1,73,0.02985,43.461,6.2,162.6
12827.0,75,0.02962,43.780,6.2,161.2
13161.5,77,0.02973,44.155,6.2,162.1
13494.8,79,0.02932,44.225,6.2,161.8
13827.9,81,0.02948,43.842,6.2,161.7
14160.6,83,0.02934,43.742,6.1,162.7
14494.3,85,0.02966,43.842,6.2,162.1
14826.9,87,0.02984,43.572,6.2,162.3
15160.8,89,0.02945,44.024,6.1,162.7
15494.1,91,0.02923,43.996,6.2,162.1
15826.5,93,0.02981,43.948,6.2,161.9
16161.3,95,0.02950,43.476,6.1,163.1
16528.5,97,0.02978,43.655,6.4,157.2
16863.4,99,0.02953,43.825,6.1,163.4
17194.9,101,0.02953,44.052,6.2,161.3
17528.8,103,0.02912,43.919,6.2,162.3
17897.1,105,0.02909,44.101,6.4,157
18250.9,107,0.02927,43.365,6.4,157.2
18581.5,109,0.02954,45.507,6.1,162.8
18901.2,111,0.02918,46.255,6.1,164.5
19230.2,113,0.02870,43.763,6.2,162.6
19567.3,115,0.02943,45.808,6.2,160.6
19897.0,117,0.02905,43.471,6.1,163.5
20265.3,119,0.02877,43.905,6.4,155.9
20597.6,121,0.02954,44.175,6.2,161.5
20929.7,123,0.02926,43.590,6.2,162.1
21252.9,125,0.02896,44.620,6.1,163.6
21631.6,127,0.02885,43.597,6.4,156
21967.6,129,0.02900,44.021,6.1,162.6
22298.4,131,0.02917,43.482,6.2,161.6
22634.0,133,0.02902,43.559,6.2,162.4
22964.9,135,0.02916,44.593,6.2,161.7
23300.3,137,0.02899,43.926,6.1,162.7
23632.0,139,0.02889,43.726,6.2,161.5
23965.2,141,0.02906,43.583,6.2,161.8
24299.7,143,0.02911,44.035,6.2,162.4
24630.9,145,0.02877,43.493,6.2,162
24964.5,147,0.02896,43.226,6.2,162.6
25297.8,149,0.02890,44.044,6.2,161.9
25650.2,151,0.02890,44.857,6.3,158.7
25965.2,153,0.02871,43.591,6,165.6
26302.2,155,0.02912,45.978,6.2,161.1
26631.8,157,0.02897,44.168,6.1,162.8
26966.2,159,0.02862,43.710,6.2,161.7
27307.5,161,0.02894,47.051,6.3,160
27632.1,163,0.02900,42.884,6.1,164.7
27998.7,165,0.02916,43.663,6.4,156.9
28336.0,167,0.02900,45.973,6.2,161.4
28665.4,169,0.02885,43.930,6.2,162.1
29007.3,171,0.02888,46.650,6.2,160.2
29336.9,173,0.02832,46.173,6.2,162.6
29665.9,175,0.02777,44.200,6.1,163.1
29998.8,177,0.02779,43.505,6.1,162.9
30366.9,179,0.02763,43.948,6.4,157.1
30690.4,181,0.02708,45.184,6.1,163.3
31024.1,183,0.02678,44.693,6.1,163.1
31366.7,185,0.02586,42.924,6.2,160.9
31734.4,187,0.02523,43.727,6.4,157
32067.3,189,0.02473,43.781,6.2,161.5
32403.5,191,0.02445,44.162,6.1,163.8
32735.4,193,0.02430,44.048,6.2,161.1
33068.6,195,0.02391,43.490,6.2,161.6
33405.3,197,0.02400,43.968,6.1,163.4
33746.1,199,0.02397,46.854,6.1,163.3
34073.6,201,0.02419,43.432,6.2,161.8
34411.7,203,0.02382,43.591,6.1,163.8
34747.9,205,0.02353,43.735,6.1,163.3
35082.6,207,0.02347,44.349,6.2,162.2
35413.9,209,0.02347,43.756,6.2,160.8
35746.9,211,0.02347,44.031,6.2,161.5
36082.5,213,0.02379,44.040,6.1,162.9
36415.2,215,0.02358,43.849,6.2,162.1
36748.9,217,0.02330,43.801,6.2,162.5
37115.9,219,0.02357,44.158,6.3,157.7
37449.3,221,0.02381,44.132,6.2,162.6
37784.1,223,0.02328,43.672,6.1,163.3
38150.7,225,0.02311,44.008,6.4,156.3
38492.9,227,0.02339,46.945,6.2,160.6
38828.9,229,0.02348,38.360,6.2,160.8
39161.7,231,0.02312,37.983,6.2,161.2
39480.9,233,0.02317,43.596,6.1,164.1
39805.1,235,0.02303,45.328,6.1,163.6
40150.5,237,0.02314,44.169,6.2,161.3
40482.8,239,0.02320,44.027,6.2,161.5
40816.8,241,0.02324,44.694,6.2,161.7
41149.3,243,0.02313,43.953,6.2,161.2
41482.2,245,0.02274,44.063,6.2,160.9
41816.5,247,0.02322,43.551,6.2,162.6
42184.6,249,0.02337,44.031,6.3,157.5
42519.3,251,0.02298,43.766,6.1,163.7
42886.5,253,0.02294,43.640,6.4,156.5
43219.1,255,0.02311,43.810,6.2,161.5
43551.9,257,0.02306,44.175,6.2,161.7
43886.8,259,0.02295,43.713,6.1,162.8
44217.7,261,0.02315,44.353,6.2,161.7
44562.0,263,0.02317,46.770,6.2,160.9
44884.7,265,0.02310,44.310,6.2,162.4
45218.6,267,0.02292,43.931,6.2,162.3
45552.2,269,0.02288,43.324,6.2,162.5
45920.3,271,0.02300,43.673,6.4,157.2
46253.3,273,0.02302,43.577,6.2,161.4
46587.4,275,0.02285,44.684,6.1,163.1
46920.2,277,0.02280,43.971,6.2,161.6
47252.9,279,0.02285,43.918,6.2,162.5
47587.4,281,0.02259,44.313,6.2,162.1
47919.5,283,0.02292,43.751,6.2,161.4
48251.9,285,0.02309,43.945,6.2,161.2
48584.6,287,0.02285,43.913,6.2,161.4
48920.0,289,0.02264,44.185,6.1,163
49251.4,291,0.02297,43.536,6.2,160.1
49585.8,293,0.02300,44.289,6.1,162.6
49918.4,295,0.02257,43.828,6.2,161.5
50253.6,297,0.02286,44.091,6.1,163.3
50585.4,299,0.02297,43.538,6.2,161.5
50918.6,301,0.02298,43.971,6.2,161.5
