time_ms,frame_index,val_loss,train_time_ms,fps,frame_time
171.7,0,0.09158,21.726,62.3,16.1
330.1,8,0.07759,20.699,56.4,17.7
489.9,16,0.06697,20.480,54.7,18.3
648.2,24,0.05920,19.702,51.9,19.3
802.4,31,0.05649,20.445,52.9,18.9
960.3,38,0.05806,20.375,53.5,18.7
1116.7,46,0.05861,20.684,52.3,19.1
1264.0,53,0.05832,19.780,51.5,19.4
1417.8,60,0.05647,20.555,50.1,19.9
1579.3,67,0.05563,20.336,50.8,19.7
1741.1,74,0.05485,20.690,52.1,19.2
1906.8,82,0.05440,20.066,53,18.9
2060.6,90,0.05441,20.694,52,19.2
2213.7,97,0.05451,20.613,50.9,19.6
2372.1,104,0.05447,20.648,52.4,19.1
2531.5,112,0.05431,20.833,54.6,18.3
2692.8,119,0.05418,20.949,55.9,17.9
2841.5,128,0.05427,20.593,52.7,19
3007.5,135,0.05426,20.842,51.7,19.3
3169.3,142,0.05397,20.253,50.5,19.8
3308.9,149,0.05424,20.406,50.6,19.8
3469.9,155,0.05379,20.933,50.5,19.8
3620.5,164,0.05396,20.214,50,20
3770.4,170,0.05379,20.572,51.4,19.5
3915.7,177,0.05393,21.052,48.9,20.4
4063.6,183,0.05388,20.690,47.3,21.1
4208.2,189,0.05369,20.648,47,21.3
4348.6,195,0.05381,20.228,46.1,21.7
4500.1,201,0.05383,20.605,46.3,21.6
4646.2,207,0.05370,20.652,46.1,21.7
4786.9,213,0.05353,20.366,45.6,21.9
4935.6,219,0.05373,20.042,45.4,22
5077.3,225,0.05358,20.971,46,21.7
5223.4,232,0.05353,20.569,46.9,21.3
5381.6,238,0.05341,20.918,48.5,20.6
5523.5,246,0.05370,20.186,48.6,20.6
5679.2,253,0.05353,20.664,51.4,19.4
5824.8,259,0.05358,20.121,50.8,19.7
6007.5,267,0.05380,20.257,57.1,17.5
6164.9,276,0.05345,20.292,57.4,17.4
6317.5,284,0.05332,20.361,56.7,17.6
6464.9,291,0.05358,20.312,52.8,19
