time_ms,frame_index,val_loss,train_time_ms,fps,frame_time
342.0,0,0.04179,47.158,13.8,72.5
690.0,4,0.04145,42.224,12.4,80.6
1020.8,8,0.04069,42.638,11.8,84.8
1368.4,12,0.04053,43.136,12.1,83
1698.0,16,0.04030,41.599,11.9,84.3
2023.4,20,0.04006,43.906,11.5,87.1
2361.2,24,0.03962,43.418,10.9,91.6
2737.4,28,0.03950,42.467,11.4,87.9
3109.5,32,0.03908,43.714,12.5,80
3439.0,36,0.03913,43.091,10.6,94.6
3814.3,40,0.03846,42.132,10.1,99.5
4149.5,43,0.03882,42.428,10.5,95.3
4546.5,47,0.03852,42.318,13,76.9
4938.6,52,0.03818,43.285,13,77
5335.0,57,0.03788,42.669,13.6,73.5
5692.5,62,0.03791,41.916,13,77.1
6026.3,66,0.03751,43.093,11.4,88.1
6386.4,70,0.03740,41.844,11.4,87.9
6723.9,74,0.03718,42.867,12.1,82.4
7086.0,78,0.03695,41.766,13,77.2
7400.2,82,0.03710,41.384,11.9,84.1
7741.4,86,0.03697,41.536,12.6,79.3
8055.9,90,0.03671,41.205,11.9,83.7
8378.0,94,0.03640,41.818,12.1,82.5
8701.8,98,0.03651,41.638,12.1,83
9030.4,102,0.03620,42.647,12.5,80.2
9377.8,106,0.03627,43.230,12.7,78.7
9766.5,111,0.03584,41.543,13.9,72.2
10131.4,116,0.03589,42.922,12.8,77.8
10461.8,120,0.03597,43.210,12.8,78.4
10831.6,125,0.03575,41.888,13.6,73.7
11164.9,129,0.03582,43.237,12.4,80.4
11477.1,133,0.03574,42.962,11.8,85
11785.0,137,0.03558,42.462,11.9,84.2
12122.6,141,0.03532,42.857,12.6,79.2
12447.4,145,0.03555,42.550,12,83.3
12766.8,149,0.03554,41.449,12,83.2
13087.8,153,0.03562,41.788,12.1,82.5
13435.2,157,0.03539,42.190,12.7,78.8
13825.5,162,0.03535,42.999,13.8,72.3
14177.9,167,0.03553,41.642,12.7,78.7
14505.8,171,0.03537,41.734,12.2,82.3
14836.5,175,0.03502,41.324,11.9,83.8
15171.1,179,0.03542,41.617,12.3,81
15497.9,183,0.03523,42.300,12.4,80.9
15821.8,187,0.03501,42.825,12.2,81.8
16145.7,191,0.03496,41.420,12.1,82.3
16482.0,195,0.03528,41.639,12.4,80.6
16817.1,199,0.03482,42.172,12.3,81.1
17145.3,203,0.03506,41.536,12.2,82
17465.4,207,0.03534,42.587,12,83.2
17786.8,211,0.03499,41.962,12,83.3
18122.4,215,0.03492,42.381,12.6,79.5
18436.3,219,0.03494,42.507,11.9,84.3
18770.9,223,0.03524,42.589,12.6,79.3
19083.4,227,0.03485,42.556,11.8,84.8
19405.9,231,0.03477,41.835,10.9,92
19786.9,235,0.03495,42.316,12,83.3
20115.3,239,0.03475,42.093,12,83.4
20442.4,243,0.03470,41.580,12.2,81.7
20772.6,247,0.03471,42.942,11.9,84.3
21104.6,251,0.03473,42.099,11.8,84.6
21444.8,255,0.03477,42.369,12.5,80.1
21767.8,259,0.03478,41.907,11.9,84.2
22103.2,263,0.03446,42.249,12.6,79.5
22450.3,267,0.03489,42.700,12.5,79.9
22773.7,271,0.03463,42.850,11.9,84.3
23116.1,275,0.03490,41.557,12.6,79.4
23448.6,279,0.03481,41.369,12.3,81.5
23780.9,283,0.03479,41.313,12.1,82.9
24107.6,287,0.03464,41.478,12.2,81.8
24461.8,291,0.03471,41.836,12.6,79.3
24804.9,295,0.03497,42.850,12.5,79.9
25164.6,300,0.03463,43.031,13.3,75.4
25526.2,304,0.03480,43.439,12.8,77.9
25875.8,309,0.03472,42.642,12.8,78.2
26226.9,313,0.03462,41.500,12.6,79.3
26552.5,317,0.03441,42.675,12.2,82
26859.2,321,0.03463,42.087,11.5,86.6
27204.5,325,0.03459,42.828,12.6,79.2
27546.3,329,0.03488,42.121,12.7,78.8
27869.9,333,0.03445,42.262,12,83.7
28214.7,337,0.03452,41.695,12.7,78.5
28525.3,341,0.03453,41.516,11.5,86.9
28868.2,345,0.03449,42.195,12.3,81.4
29227.5,349,0.03473,42.417,11.7,85.7
29567.8,353,0.03443,41.972,11.3,88.6
29901.8,357,0.03460,42.526,12.5,80
30233.6,361,0.03458,43.196,12.4,80.9
30537.6,365,0.03472,42.283,11.6,85.9
30857.9,369,0.03452,42.272,12,83
31189.9,373,0.03471,41.361,11,90.8
