time,run,ssim_global,ssim_indirect,lpips_global,lpips_indirect,psnr_global,psnr_indirect
0.1,1,0.72974205,0.74941903,0.22527921199798584,0.24167566001415253,22.464139169150755,19.179414816668466
0.2,1,0.7677291,0.7920168,0.19990409910678864,0.2125566005706787,23.504698835845144,20.352293360504117
0.308,1,0.797787,0.802954,0.18302592635154724,0.20230312645435333,23.970860807215395,20.566163456788754
0.4,1,0.8286317,0.8147622,0.16553649306297302,0.18913456797599792,24.273476472221475,20.772602422004233
0.501,1,0.84872526,0.82189554,0.1570923626422882,0.18038368225097656,24.417370430977744,20.880248992703567
0.6,1,0.8599975,0.82666045,0.15156373381614685,0.17518377304077148,24.48417063683875,20.945267122481063
0.7,1,0.87055063,0.83012146,0.14567367732524872,0.17147698998451233,24.546284542285086,20.99358440939509
0.8,1,0.8789344,0.83290786,0.14007991552352905,0.1672995388507843,24.58052768719535,21.033403329989248
0.9,1,0.8859764,0.8351133,0.1366567462682724,0.16450408101081848,24.612568088201797,21.068811239297
1.0,1,0.89178747,0.83669645,0.13247591257095337,0.16245414316654205,24.639026922392155,21.09054941439894
1.1,1,0.89687014,0.83833927,0.12925374507904053,0.1606561690568924,24.660800220048166,21.11587580116265
1.2,1,0.90120673,0.8396973,0.12615209817886353,0.158388152718544,24.67530285787525,21.13628300301996
1.3,1,0.9049716,0.84100986,0.12428981810808182,0.1570207178592682,24.690254911235414,21.154092466345773
1.4,1,0.9082152,0.84206265,0.12218232452869415,0.1554410755634308,24.69957344946923,21.17047697889805
1.5,1,0.91112524,0.842956,0.12093307822942734,0.15353021025657654,24.709013919319155,21.18466633619854
1.6,1,0.9141237,0.84382087,0.11862467229366302,0.15195700526237488,24.718833269120854,21.1961979047541
1.7,1,0.9165819,0.84451437,0.11696265637874603,0.15044641494750977,24.72613179252282,21.20646715217545
1.8,1,0.9187146,0.84517956,0.11541207134723663,0.1487724483013153,24.73382935906534,21.216417216925816
1.9,1,0.92034584,0.8458283,0.11385045945644379,0.14748233556747437,24.73864162029762,21.22699932743221
2.0,1,0.9222684,0.8464591,0.11195185780525208,0.14588548243045807,24.745113151994925,21.23581361747967
2.1,1,0.92384744,0.8468725,0.11048005521297455,0.14531414210796356,24.75002188575543,21.241831012254686
2.2,1,0.92533666,0.84728974,0.10972531139850616,0.14481693506240845,24.754115301510147,21.248372742363774
2.3,1,0.92652446,0.84772444,0.10869031399488449,0.1438116878271103,24.757160057458364,21.255574484857643
2.4,1,0.9277694,0.8480897,0.10756021738052368,0.14283590018749237,24.7602464673248,21.261342378752865
2.5,1,0.9289661,0.8484649,0.10634234547615051,0.14238816499710083,24.763833945212333,21.26755628347839
2.6,1,0.9301326,0.84885055,0.10516635328531265,0.14164429903030396,24.766560100001847,21.273232626414085
2.7,1,0.931252,0.84919626,0.1044396236538887,0.1408747434616089,24.770094697698035,21.278157321711575
2.8,1,0.93209046,0.84948635,0.1039651408791542,0.14026135206222534,24.77219024861569,21.281786501323197
2.9,1,0.93296194,0.8497538,0.10290928930044174,0.1392192542552948,24.775511274507167,21.28656306064596
3.0,1,0.9337714,0.85004497,0.10173659771680832,0.13821762800216675,24.77849902691584,21.29180902199744
3.1,1,0.934558,0.85026884,0.10062450170516968,0.13784055411815643,24.781448128885337,21.29488655260355
3.2,1,0.9353445,0.8504896,0.09989789873361588,0.13717101514339447,24.78405537439031,21.29848100357536
3.3,1,0.9360501,0.8507547,0.09903503954410553,0.13653507828712463,24.785093886114232,21.301854692727197
3.4,1,0.9366954,0.85096186,0.09856368601322174,0.135869562625885,24.786476285790332,21.30496310601759
3.5,1,0.9373471,0.8511915,0.09796169400215149,0.13512872159481049,24.788034144509624,21.307527068518397
3.601,1,0.9380364,0.85136634,0.09739980101585388,0.1346648633480072,24.79013760398121,21.309634874025797
3.7,1,0.9386243,0.8515744,0.09694520384073257,0.13442108035087585,24.791668158505352,21.312754262463322
3.8,1,0.93909985,0.8517084,0.09597761929035187,0.13406483829021454,24.792646094735776,21.314683405355627
3.9,1,0.93971604,0.8519144,0.09526816755533218,0.13305772840976715,24.79483691367878,21.317043350169453
4.0,1,0.94025534,0.85203767,0.09471552819013596,0.132698655128479,24.796144724386494,21.318392386143806
4.1,1,0.9407306,0.85220116,0.09397916495800018,0.13260823488235474,24.79638045190621,21.321231935965066
