time,run,ssim_global,ssim_indirect,lpips_global,lpips_indirect,psnr_global,psnr_indirect
0.1,1,0.5961358,0.43431947,0.39756569266319275,0.21640297770500183,23.270118141001653,20.81056003515279
0.252,1,0.5961358,0.43697938,0.39756569266319275,0.2115468978881836,23.270118141001653,20.82304058573306
0.327,1,0.7187217,0.44051874,0.34499311447143555,0.20600077509880066,25.961298313669626,20.838742158723882
0.403,1,0.79101497,0.44358793,0.29826927185058594,0.20065680146217346,27.376128602746512,20.852276972317906
0.5,1,0.8459746,0.44394043,0.2561511993408203,0.1998549848794937,28.37058369942075,20.85378190146217
0.606,1,0.86427927,0.44449958,0.23923620581626892,0.19847485423088074,28.69523873355893,20.856241123874184
0.7,1,0.8891619,0.44508123,0.21129438281059265,0.19773626327514648,29.117683305635435,20.858447598320083
0.8,1,0.900794,0.44546852,0.19778838753700256,0.19675153493881226,29.316425708039677,20.86011544246349
0.9,1,0.9110954,0.44587716,0.18196067214012146,0.19611278176307678,29.49518498611149,20.86169747051397
1.0,1,0.9191132,0.44611725,0.17024864256381989,0.19581395387649536,29.625114099949673,20.862623988381817
1.101,1,0.92524105,0.44631886,0.159672349691391,0.19534918665885925,29.72739846822558,20.863359756597642
1.2,1,0.9297662,0.44645548,0.15362511575222015,0.19497230648994446,29.804741101199475,20.86388614098107
1.3,1,0.93419045,0.44658783,0.14575433731079102,0.19483298063278198,29.876567499343295,20.864350069839187
1.4,1,0.93776816,0.4466913,0.13845492899417877,0.1946476548910141,29.936390437099316,20.864812276083722
1.5,1,0.9405357,0.44677886,0.13205741345882416,0.19441315531730652,29.97924954205537,20.86506139039249
1.6,1,0.94327444,0.44685712,0.1263861358165741,0.19426028430461884,30.02544119832195,20.865358478613597
1.7,1,0.9456579,0.4469153,0.12134762853384018,0.19405224919319153,30.06464341391926,20.865608121783715
1.8,1,0.9477667,0.44697705,0.11661785840988159,0.1938917487859726,30.100130775379768,20.865886484087337
1.9,1,0.9493806,0.44702113,0.1127331331372261,0.19403527677059174,30.126008563323555,20.866073613549506
2.0,1,0.95106983,0.4470782,0.10889270901679993,0.19393719732761383,30.154881586539027,20.86622416470091
2.1,1,0.9525849,0.44711646,0.1059473529458046,0.1937967836856842,30.177072557781916,20.8663794901782
2.201,1,0.95397186,0.44715297,0.10235673189163208,0.1936601996421814,30.19832076928732,20.866511814677192
2.3,1,0.95515746,0.44719875,0.09938225150108337,0.19353821873664856,30.221026516252202,20.86663312169753
2.4,1,0.9563203,0.44723728,0.09654030203819275,0.19355398416519165,30.239684344604775,20.86682954263361
2.5,1,0.9574025,0.44726357,0.09348053485155106,0.19360090792179108,30.259487100391617,20.866903824857424
2.6,1,0.9582481,0.44729325,0.0912654846906662,0.19326040148735046,30.27364588365326,20.86699447086488
2.7,1,0.95914674,0.44732344,0.08876943588256836,0.19337278604507446,30.287088505583384,20.867112825745274
2.801,1,0.95996284,0.4473429,0.08694247901439667,0.1933876872062683,30.300979709781096,20.867197907549347
2.9,1,0.96072483,0.44735196,0.08474636822938919,0.1933436393737793,30.314504141066383,20.867259036863803
3.0,1,0.9613495,0.4473703,0.08331020176410675,0.19325822591781616,30.324791840586048,20.86732654453845
3.1,1,0.9619853,0.44739148,0.08173946291208267,0.19318082928657532,30.33611917650324,20.86741855783501
3.2,1,0.962629,0.4474075,0.08071720600128174,0.19322097301483154,30.345359165725256,20.867484190968398
3.3,1,0.96319515,0.4474262,0.0794261172413826,0.19315378367900848,30.354868041628986,20.86754931691546
3.401,1,0.96375173,0.44742987,0.0780239999294281,0.1931687891483307,30.364308841224798,20.867595113066454
3.5,1,0.9641909,0.44744423,0.07714411616325378,0.19317184388637543,30.371511054553622,20.867611965268495
3.6,1,0.96463996,0.44747043,0.07563214004039764,0.19318193197250366,30.378090615752388,20.867707894390843
3.7,1,0.965084,0.4474816,0.07493826746940613,0.19319987297058105,30.383746030338493,20.867727557573666
3.8,1,0.9655359,0.44750512,0.07324936985969543,0.1931874305009842,30.38990703349185,20.867821249072026
3.9,1,0.96592855,0.44751158,0.0717669427394867,0.19315345585346222,30.396513056835754,20.867817712524666
4.0,1,0.9662892,0.44752505,0.07114532589912415,0.19307613372802734,30.402030979245307,20.86787928613541
4.1,1,0.9666706,0.44753703,0.0702047273516655,0.19310519099235535,30.40803429864104,20.867927626744102
4.2,1,0.96699744,0.44754574,0.06925567239522934,0.19293713569641113,30.413414350152557,20.867966550641015
4.3,1,0.9673417,0.44756076,0.06806936115026474,0.19301153719425201,30.42037686525735,20.868030335505843
4.4,1,0.96769506,0.44756874,0.06716923415660858,0.193009614944458,30.425425376091656,20.868078491098583
4.5,1,0.967968,0.44757202,0.06670152395963669,0.1930902898311615,30.429639331597443,20.868131034526698
4.6,1,0.9682304,0.44758332,0.06611290574073792,0.19306716322898865,30.433022112360476,20.86817965799373
4.7,1,0.96850175,0.44759396,0.06537754833698273,0.1930619180202484,30.43909532764549,20.868186254595734
4.8,1,0.96873647,0.44760668,0.06473653018474579,0.19301526248455048,30.443256549276562,20.86822150907725
