time,run,ssim_global,ssim_indirect,lpips_global,lpips_indirect,psnr_global,psnr_indirect
0.25,1,0.95920086,0.9544182,0.07959584146738052,0.08949882537126541,34.841339423996445,31.02673324552643
0.5,1,0.9787886,0.9729164,0.04442454129457474,0.05597890540957451,38.18894307035197,32.19273109747049
0.75,1,0.98590213,0.98074937,0.02875440940260887,0.03897690027952194,39.41004843416587,32.51628909206566
1.0,1,0.9893429,0.984634,0.020409531891345978,0.029688870534300804,39.9908834040178,32.64961546566753
1.25,1,0.9913091,0.9869828,0.01557039562612772,0.023689687252044678,40.331295194477015,32.71714558199597
1.5,1,0.99262935,0.988539,0.012422124855220318,0.019736502319574356,40.56797948446578,32.76574901846923
1.75,1,0.99358076,0.9896944,0.01025589369237423,0.016898714005947113,40.74889753657111,32.80004423483267
2.0,1,0.99429995,0.9905717,0.008516484871506691,0.014631877653300762,40.88365900272029,32.828781584721945
2.25,1,0.9948732,0.9912636,0.0071783908642828465,0.013040337711572647,40.98325195120765,32.847364837585744
2.5,1,0.99532247,0.9918397,0.006170084699988365,0.01170068047940731,41.06941977403345,32.863526334817756
2.75,1,0.9956872,0.9922886,0.0053640929982066154,0.010618594475090504,41.127707108130025,32.87374192227891
3.001,1,0.99599296,0.9926851,0.004698514938354492,0.009692717343568802,41.1812492372761,32.884098240219245
3.25,1,0.9962356,0.99297786,0.004210249520838261,0.009016191586852074,41.23116251929897,32.89366471315469
3.501,1,0.99645567,0.9932468,0.00381855433806777,0.008403491228818893,41.26971700328323,32.90124742311985
3.75,1,0.99664193,0.99348336,0.0034762220457196236,0.007953882217407227,41.31083513792938,32.909303878861756
4.0,1,0.9968149,0.99369764,0.0031984448432922363,0.007566949352622032,41.339738615804166,32.913308566586466
4.25,1,0.9969637,0.99388295,0.002937497105449438,0.007197138853371143,41.370089478595645,32.91980217543969
4.5,1,0.9970884,0.99404544,0.0027170712128281593,0.0068197064101696014,41.38945355388107,32.922825308606235
4.751,1,0.9972035,0.9942009,0.002534963423386216,0.006524049211293459,41.41308366253963,32.92797332087568
5.0,1,0.9973033,0.99432564,0.002374515403062105,0.006326630245894194,41.43487142236454,32.93266959959314
5.25,1,0.9973963,0.99443626,0.0022255838848650455,0.006137775257229805,41.44982989354938,32.93514760074844
5.5,1,0.99748325,0.99455744,0.0021151299588382244,0.005960159003734589,41.46473654267684,32.938466779457706
5.75,1,0.99756795,0.99465656,0.001999922562390566,0.0058146882802248,41.48205217187257,32.94132723225557
6.0,1,0.9976255,0.99474,0.0019117237534373999,0.005698604509234428,41.49693336063493,32.94361715163971
6.25,1,0.9976988,0.99482805,0.0018407006282359362,0.005583018530160189,41.50900015304485,32.94598191603259
6.5,1,0.99776083,0.9949095,0.0017416265327483416,0.005464476533234119,41.520248387527474,32.94795013249241
6.75,1,0.9978177,0.994978,0.0016782478196546435,0.005377444438636303,41.531214084458,32.94865239719651
7.0,1,0.99787307,0.99505585,0.0016149620059877634,0.005260949954390526,41.53807280909555,32.9496616221816
7.25,1,0.9979215,0.99511665,0.001569743501022458,0.005171033553779125,41.54706770639631,32.95093579596753
7.5,1,0.9979736,0.99517584,0.0015138216549530625,0.005097807385027409,41.55456859631394,32.952648128947935
7.75,1,0.99801636,0.995231,0.0014582318253815174,0.005022223107516766,41.56365253932349,32.95385494152372
8.0,1,0.9980535,0.9952791,0.0014153080992400646,0.004990561865270138,41.571940715868,32.955970817594995
8.25,1,0.998095,0.99533206,0.0013559259241446853,0.00490755308419466,41.58099632629834,32.95758428456591
8.5,1,0.99813056,0.9953761,0.001326316618360579,0.004857524298131466,41.587748116578126,32.95911055862836
8.75,1,0.9981645,0.9954154,0.0012933947145938873,0.004829910583794117,41.593562821861745,32.95901269609121
9.0,1,0.99819726,0.9954527,0.0012708732392638922,0.00478050671517849,41.60172289186161,32.9599843711421
9.25,1,0.9982267,0.99549127,0.0012289584847167134,0.004724632482975721,41.60498458113669,32.960376259079986
9.5,1,0.99825126,0.99552464,0.0012071607634425163,0.004690310452133417,41.60916262943904,32.96112168202054
9.75,1,0.99827904,0.99555963,0.0011756946332752705,0.004650379065424204,41.61532144863089,32.96221847058226
10.0,1,0.9983086,0.9955905,0.0011593080125749111,0.004617641679942608,41.61782415475831,32.96268347179221
0.25,2,0.97451097,0.9684601,0.051550716161727905,0.06324954330921173,37.469042379357816,31.96993369829659
0.5,2,0.98414606,0.9787767,0.03217485919594765,0.04289727658033371,39.129652722774864,32.467760349938224
0.75,2,0.9883909,0.9836009,0.02232236973941326,0.03185150772333145,39.88217823239226,32.645084970851556
1.0,2,0.9907565,0.9863479,0.016715023666620255,0.025052472949028015,40.28006271711334,32.72451015053912
1.25,2,0.9922526,0.98809546,0.013211891986429691,0.020679105073213577,40.551300374274476,32.78094363134373
1.5,2,0.9933179,0.9894034,0.010806369595229626,0.017732959240674973,40.746307960189924,32.821734230822635
1.75,2,0.9941018,0.9903353,0.008985013701021671,0.015371388755738735,40.878978522370275,32.8445629756579
2.0,2,0.9946969,0.9910595,0.00760812871158123,0.013598432764410973,40.9856841396163,32.86278795561196
2.25,2,0.99515,0.9916194,0.006599713116884232,0.012311314232647419,41.06162868913552,32.875558612121345
2.5,2,0.99554235,0.992106,0.005722393281757832,0.011149720288813114,41.130316321028175,32.887964810233555
2.75,2,0.9958515,0.9924976,0.005028693005442619,0.010141562670469284,41.18611885795054,32.89725499834554
3.0,2,0.99613786,0.99282646,0.00442008301615715,0.009388471022248268,41.2393499225578,32.90658152191576
3.25,2,0.9963737,0.99311906,0.003932309802621603,0.008771669119596481,41.28126713917453,32.9137688600584
3.5,2,0.99657565,0.9933665,0.003568092128261924,0.008272653445601463,41.319193828752425,32.920570449086306
3.75,2,0.9967458,0.9936035,0.0032710102386772633,0.00777876703068614,41.350795128237394,32.92657124300506
4.0,2,0.996895,0.9937847,0.003026162041351199,0.007394857704639435,41.37567804814367,32.92998491457355
4.25,2,0.99704057,0.99396807,0.002760473173111677,0.007021843455731869,41.4013023765684,32.93495913230401
4.5,2,0.99716836,0.9941191,0.0025696069933474064,0.006769748404622078,41.426236606607276,32.939865518587844
4.75,2,0.9972765,0.9942747,0.0023990769404917955,0.006497442722320557,41.446860381491504,32.943960227329704
5.0,2,0.9973697,0.9943982,0.0022608900908380747,0.006307933479547501,41.464771048907664,32.94651481103483
5.25,2,0.9974684,0.99450654,0.002113934839144349,0.006140146404504776,41.4801387334974,32.94806231352
5.5,2,0.9975403,0.99460644,0.002013384597375989,0.005976982414722443,41.49215289876807,32.94972476922207
5.75,2,0.9976174,0.9947117,0.001925562508404255,0.005807361099869013,41.50617372022916,32.95172769633037
6.0,2,0.99768686,0.9947955,0.001851495006121695,0.005715350154787302,41.51994468140494,32.953681418678286
6.25,2,0.99775773,0.9948855,0.0017633662791922688,0.005590349901467562,41.532532511955935,32.955516264144926
6.5,2,0.9978084,0.99495155,0.001694811275228858,0.005494784098118544,41.5427890220071,32.95521772462124
6.75,2,0.9978647,0.99502355,0.0016312039224430919,0.005392587743699551,41.55475811293958,32.95971893483241
7.0,2,0.99792176,0.9950948,0.0015580838080495596,0.005310488864779472,41.565415595976646,32.961957265174895
7.25,2,0.9979766,0.99515694,0.0015035164542496204,0.005233518313616514,41.57394629870548,32.96298874007712
7.5,2,0.9980208,0.9952133,0.0014581012073904276,0.005159307736903429,41.5811955587764,32.96513848942054
7.75,2,0.9980607,0.99526876,0.0013985420810058713,0.005092039238661528,41.59119901190913,32.965675587593594
8.0,2,0.99809605,0.99531573,0.0013566965935751796,0.005021415185183287,41.596760738950216,32.96736632894314
8.25,2,0.9981316,0.9953547,0.00132736936211586,0.004945880733430386,41.6019083369902,32.968358379101815
8.5,2,0.99816585,0.99539477,0.0012891881633549929,0.004898941610008478,41.60860418205665,32.96818982589983
8.75,2,0.998198,0.9954415,0.0012552061816677451,0.004849940072745085,41.61441610193533,32.969398440192364
9.0,2,0.9982338,0.99548024,0.001213691895827651,0.004783007316291332,41.619810344863865,32.97142039533257
9.25,2,0.9982597,0.9955187,0.0011801598593592644,0.004756077192723751,41.6239397356773,32.9718612981394
