time,run,ssim_global,ssim_indirect,lpips_global,lpips_indirect,psnr_global,psnr_indirect
0.101,1,0.87194085,0.79567677,0.13456937670707703,0.1195107102394104,28.29413105098574,25.907647484057293
0.208,1,0.88405514,0.8065372,0.12655721604824066,0.10643786191940308,29.011324584448822,26.2227279010558
0.336,1,0.9247045,0.81599444,0.09550824761390686,0.09471864253282547,31.439926333660317,26.446043561040614
0.41,1,0.93808013,0.8219283,0.08285783231258392,0.08766879886388779,32.293826840544256,26.57786771004225
0.5,1,0.9518497,0.8283791,0.07019440829753876,0.07931677997112274,33.21188216093389,26.69247484497871
0.6,1,0.9583513,0.8319423,0.06284335255622864,0.0750490054488182,33.67205717145855,26.753648986326205
0.7,1,0.9636343,0.8346327,0.056226231157779694,0.07067293673753738,34.06504532254271,26.794256219145
0.8,1,0.9670596,0.837508,0.05198344588279724,0.06629376113414764,34.32114822094617,26.838473497760376
0.9,1,0.9692295,0.8388215,0.04893936961889267,0.0642230436205864,34.492545954205326,26.86034182468099
1.0,1,0.9727567,0.84080213,0.04386432468891144,0.0607767216861248,34.776235264909744,26.886090917925575
1.11,1,0.974611,0.84194833,0.04089106619358063,0.058842845261096954,34.92333686365434,26.905867717248157
1.2,1,0.9760613,0.842853,0.03907535597681999,0.05721196159720421,35.042938686986616,26.9198253446679
1.3,1,0.9776457,0.8438745,0.03726020082831383,0.055646322667598724,35.17568042555033,26.930814357359996
1.4,1,0.9787726,0.84457874,0.0354684516787529,0.05422726646065712,35.264867098085155,26.94022886763157
1.5,1,0.97994953,0.84519815,0.03381479158997536,0.05334661155939102,35.3580283217661,26.948659271264567
1.6,1,0.98097974,0.8458298,0.032099295407533646,0.052399903535842896,35.43693982977997,26.953767683181024
1.7,1,0.98183554,0.8465038,0.030538372695446014,0.05145663395524025,35.50962329708641,26.96157729029137
1.809,1,0.98223394,0.846837,0.029972340911626816,0.050899893045425415,35.54184591489155,26.963795402011115
1.9,1,0.9830974,0.8474136,0.028922222554683685,0.050563111901283264,35.611170576432684,26.971537656546232
2.011,1,0.983517,0.84773326,0.028148513287305832,0.04966581612825394,35.64934829486553,26.976284357315734
2.1,1,0.98414224,0.8480325,0.027060294523835182,0.048852287232875824,35.70083025890034,26.979845280670453
2.2,1,0.9847872,0.8483982,0.025883208960294724,0.048232510685920715,35.75855492033235,26.98598524662929
2.3,1,0.9851377,0.84868264,0.025181731209158897,0.04773465543985367,35.78886372445624,26.989297630973862
2.4,1,0.985606,0.8490098,0.024365808814764023,0.04693341255187988,35.828648097485754,26.991632116127462
2.5,1,0.9859764,0.84924597,0.023711778223514557,0.046555500477552414,35.85867510898118,26.99409579897913
2.6,1,0.9863556,0.8495261,0.02319227159023285,0.046227019280195236,35.89319723017078,26.998229242069122
2.7,1,0.98667926,0.8497324,0.022473279386758804,0.04595450311899185,35.91980063720235,27.000225566444374
2.8,1,0.987051,0.8500033,0.02188648283481598,0.04551985114812851,35.95106081418,27.003106595400453
